1e-05	0	0	0	1.85345e+16	0	0
3.38e-05	0	0	0	1.84525e+16	0	0
5.76e-05	0	0	0	1.83689e+16	0	0
8.14e-05	0	0	0	1.82838e+16	0	0
0.0001052	0	0	0	1.81971e+16	0	0
0.000129	0	0	0	1.8109e+16	0	0
0.0001528	0	0	0	1.80194e+16	0	0
0.0001766	0	0	0	1.79284e+16	0	0
0.0002004	0	0	0	1.7836e+16	0	0
0.0002242	0	0	0	1.77422e+16	0	0
0.000248	0	0	0	1.76471e+16	0	0
0.0002718	0	0	0	1.75506e+16	0	0
0.0002956	0	0	0	1.74528e+16	0	0
0.0003194	0	0	0	1.73538e+16	0	0
0.0003432	0	0	0	1.72536e+16	0	0
0.000367	0	0	0	1.71521e+16	0	0
0.0003908	0	0	0	1.70494e+16	0	0
0.0004146	0	0	0	1.69456e+16	0	0
0.0004384	0	0	0	1.68406e+16	0	0
0.0004622	0	0	0	1.67346e+16	0	0
0.000486	0	0	0	1.66275e+16	0	0
0.0005098	0	0	0	1.65193e+16	0	0
0.0005336	0	0	0	1.64102e+16	0	0
0.0005574	0	0	0	1.63e+16	0	0
0.0005812	0	0	0	1.6189e+16	0	0
0.000605	0	0	0	1.60769e+16	0	0
0.0006288	0	0	0	1.5964e+16	0	0
0.0006526	0	0	0	1.58503e+16	0	0
0.0006764	0	0	0	1.57357e+16	0	0
0.0007002	0	0	0	1.56203e+16	0	0
0.000724	0	0	0	1.55041e+16	0	0
0.0007478	0	0	0	1.53872e+16	0	0
0.0007716	0	0	0	1.52696e+16	0	0
0.0007954	0	0	0	1.51513e+16	0	0
0.0008192	0	0	0	1.50324e+16	0	0
0.000843	0	0	0	1.49128e+16	0	0
0.0008668	0	0	0	1.47926e+16	0	0
0.0008906	0	0	0	1.46718e+16	0	0
0.0009144	0	0	0	1.45506e+16	0	0
0.0009382	0	0	0	1.44288e+16	0	0
0.000962	0	0	0	1.43066e+16	0	0
0.0009858	0	0	0	1.41839e+16	0	0
0.0010096	0	0	0	1.40609e+16	0	0
0.0010334	0	0	0	1.39374e+16	0	0
0.0010572	0	0	0	1.38135e+16	0	0
0.001081	0	0	0	1.36894e+16	0	0
0.0011048	0	0	0	1.35649e+16	0	0
0.0011286	0	0	0	1.34402e+16	0	0
0.0011524	0	0	0	1.33152e+16	0	0
0.0011762	0	0	0	1.31901e+16	0	0
0.0012	0	0	0	1.30647e+16	0	0
0.0012238	0	0	0	1.29392e+16	0	0
0.0012476	0	0	0	1.28135e+16	0	0
0.0012714	0	0	0	1.26878e+16	0	0
0.0012952	0	0	0	1.2562e+16	0	0
0.001319	0	0	0	1.24361e+16	0	0
0.0013428	0	0	0	1.23102e+16	0	0
0.0013666	0	0	0	1.21843e+16	0	0
0.0013904	0	0	0	1.20585e+16	0	0
0.0014142	0	0	0	1.19328e+16	0	0
0.001438	0	0	0	1.1807e+16	0	0
0.0014618	0	0	0	1.16815e+16	0	0
0.0014856	0	0	0	1.1556e+16	0	0
0.0015094	0	0	0	1.14307e+16	0	0
0.0015332	0	0	0	1.13056e+16	0	0
0.001557	0	0	0	1.11806e+16	0	0
0.0015808	0	0	0	1.10559e+16	0	0
0.0016046	0	0	0	1.09315e+16	0	0
0.0016284	0	0	0	1.08074e+16	0	0
0.0016522	0	0	0	1.06835e+16	0	0
0.001676	0	0	0	1.056e+16	0	0
0.0016998	0	0	0	1.04368e+16	0	0
0.0017236	0	0	0	1.0314e+16	0	0
0.0017474	0	0	0	1.01915e+16	0	0
0.0017712	0	0	0	1.00695e+16	0	0
0.001795	0	0	0	9.94795e+15	0	0
0.0018188	0	0	0	9.82681e+15	0	0
0.0018426	0	0	0	9.70611e+15	0	0
0.0018664	0	0	0	9.58591e+15	0	0
0.0018902	0	0	0	9.46625e+15	0	0
0.001914	0	0	0	9.34709e+15	0	0
0.0019378	0	0	0	9.22847e+15	0	0
0.0019616	0	0	0	9.11042e+15	0	0
0.0019854	0	0	0	8.99294e+15	0	0
0.0020092	0	0	0	8.87605e+15	0	0
0.002033	0	0	0	8.75976e+15	0	0
0.0020568	0	0	0	8.64412e+15	0	0
0.0020806	0	0	0	8.52911e+15	0	0
0.0021044	0	0	0	8.41477e+15	0	0
0.0021282	0	0	0	8.30109e+15	0	0
0.002152	0	0	0	8.1881e+15	0	0
0.0021758	0	0	0	8.07582e+15	0	0
0.0021996	0	0	0	7.96425e+15	0	0
0.0022234	0	0	0	7.85341e+15	0	0
0.0022472	0	0	0	7.74331e+15	0	0
0.002271	0	0	0	7.63396e+15	0	0
0.0022948	0	0	0	7.52538e+15	0	0
0.0023186	0	0	0	7.41757e+15	0	0
0.0023424	0	0	0	7.31055e+15	0	0
0.0023662	0	0	0	7.20433e+15	0	0
0.00239	0	0	0	7.09892e+15	0	0
0.0024138	0	0	0	6.99433e+15	0	0
0.0024376	0	0	0	6.89056e+15	0	0
0.0024614	0	0	0	6.78764e+15	0	0
0.0024852	0	0	0	6.68556e+15	0	0
0.002509	0	0	0	6.58434e+15	0	0
0.0025328	0	0	0	6.48398e+15	0	0
0.0025566	0	0	0	6.38449e+15	0	0
0.0025804	0	0	0	6.28587e+15	0	0
0.0026042	0	0	0	6.18814e+15	0	0
0.002628	0	0	0	6.0913e+15	0	0
0.0026518	0	0	0	5.99535e+15	0	0
0.0026756	0	0	0	5.90032e+15	0	0
0.0026994	0	0	0	5.80619e+15	0	0
