x1,x2,F1,F2
0.292000,0.292000,0.506700,0.693653
0.294000,0.294000,0.508400,0.692731
0.296000,0.296000,0.510000,0.691809
0.298000,0.298000,0.511700,0.690889
0.300000,0.300000,0.513400,0.689971
0.302000,0.302000,0.515100,0.689054
0.304000,0.304000,0.516700,0.688140
0.306000,0.306000,0.518400,0.687227
0.308000,0.308000,0.520100,0.686317
0.310000,0.310000,0.521800,0.685408
0.312000,0.312000,0.523400,0.684502
0.314000,0.314000,0.525100,0.683599
0.316000,0.316000,0.526800,0.682698
0.318000,0.318000,0.528500,0.681799
0.320000,0.320000,0.530200,0.680903
0.322000,0.322000,0.531900,0.680009
0.324000,0.324000,0.533600,0.679117
0.326000,0.326000,0.535300,0.678228
0.328000,0.328000,0.537000,0.677341
0.330000,0.330000,0.538800,0.676456
0.332000,0.332000,0.540500,0.675572
0.334000,0.334000,0.542200,0.674691
0.336000,0.336000,0.544000,0.673811
0.338000,0.338000,0.545700,0.672932
0.340000,0.340000,0.547500,0.672055
0.342000,0.342000,0.549200,0.671178
0.344000,0.344000,0.551000,0.670301
0.346000,0.346000,0.552800,0.669425
0.348000,0.348000,0.554600,0.668548
0.350000,0.350000,0.556400,0.667670
0.352000,0.352000,0.558200,0.666792
0.354000,0.354000,0.560000,0.665911
0.356000,0.356000,0.561800,0.665029
0.358000,0.358000,0.563700,0.664143
0.360000,0.360000,0.565500,0.663255
0.362000,0.362000,0.567400,0.662362
0.364000,0.364000,0.569300,0.661465
0.366000,0.366000,0.571200,0.660563
0.368000,0.368000,0.573100,0.659654
0.370000,0.370000,0.575000,0.658739
0.372000,0.372000,0.576900,0.657816
0.374000,0.374000,0.578900,0.656885
0.376000,0.376000,0.580800,0.655945
0.378000,0.378000,0.582800,0.654995
0.380000,0.380000,0.584800,0.654033
0.382000,0.382000,0.586800,0.653059
0.384000,0.384000,0.588800,0.652073
0.386000,0.386000,0.590900,0.651072
0.388000,0.388000,0.592900,0.650055
0.390000,0.390000,0.595000,0.649023
0.392000,0.392000,0.597100,0.647973
0.394000,0.394000,0.599200,0.646904
0.396000,0.396000,0.601300,0.645815
0.398000,0.398000,0.603500,0.644705
0.400000,0.400000,0.605600,0.643572
0.402000,0.402000,0.607800,0.642416
0.404000,0.404000,0.610000,0.641234
0.406000,0.406000,0.612200,0.640025
0.408000,0.408000,0.614500,0.638788
0.410000,0.410000,0.616700,0.637522
0.412000,0.412000,0.619000,0.636224
0.414000,0.414000,0.621300,0.634894
0.416000,0.416000,0.623600,0.633530
0.418000,0.418000,0.625900,0.632129
0.420000,0.420000,0.628300,0.630692
0.422000,0.422000,0.630600,0.629215
0.424000,0.424000,0.633000,0.627697
0.426000,0.426000,0.635400,0.626137
0.428000,0.428000,0.637900,0.624533
0.430000,0.430000,0.640300,0.622883
0.432000,0.432000,0.642800,0.621186
0.434000,0.434000,0.645300,0.619439
0.436000,0.436000,0.647800,0.617641
0.438000,0.438000,0.650300,0.615790
0.440000,0.440000,0.652800,0.613884
0.442000,0.442000,0.655400,0.611922
0.444000,0.444000,0.658000,0.609901
0.446000,0.446000,0.660600,0.607821
0.448000,0.448000,0.663200,0.605678
0.450000,0.450000,0.665800,0.603472
0.452000,0.452000,0.668500,0.601201
0.454000,0.454000,0.671100,0.598862
0.456000,0.456000,0.673800,0.596454
0.458000,0.458000,0.676500,0.593975
0.460000,0.460000,0.679200,0.591424
0.462000,0.462000,0.681900,0.588798
0.464000,0.464000,0.684600,0.586097
0.466000,0.466000,0.687400,0.583318
0.468000,0.468000,0.690100,0.580460
0.470000,0.470000,0.692900,0.577521
0.472000,0.472000,0.695600,0.574499
0.474000,0.474000,0.698400,0.571393
0.476000,0.476000,0.701200,0.568202
0.478000,0.478000,0.704000,0.564924
0.480000,0.480000,0.706800,0.561558
0.482000,0.482000,0.709600,0.558102
0.484000,0.484000,0.712400,0.554556
0.486000,0.486000,0.715200,0.550917
0.488000,0.488000,0.718000,0.547184
0.490000,0.490000,0.720800,0.543357
0.492000,0.492000,0.723600,0.539435
0.494000,0.494000,0.726400,0.535416
0.496000,0.496000,0.729200,0.531300
0.498000,0.498000,0.732000,0.527086
0.500000,0.500000,0.734800,0.522773
0.502000,0.502000,0.737600,0.518360
0.504000,0.504000,0.740400,0.513848
0.506000,0.506000,0.743200,0.509234
0.508000,0.508000,0.745900,0.504520
0.510000,0.510000,0.748700,0.499704
0.512000,0.512000,0.751400,0.494787
0.514000,0.514000,0.754200,0.489769
0.516000,0.516000,0.756900,0.484649
0.518000,0.518000,0.759600,0.479427
0.520000,0.520000,0.762200,0.474105
0.522000,0.522000,0.764900,0.468681
0.524000,0.524000,0.767500,0.463157
0.526000,0.526000,0.770100,0.457533
0.528000,0.528000,0.772700,0.451810
0.530000,0.530000,0.775200,0.445988
0.532000,0.532000,0.777800,0.440068
0.534000,0.534000,0.780300,0.434052
0.536000,0.536000,0.782800,0.427939
0.538000,0.538000,0.785200,0.421732
0.540000,0.540000,0.787600,0.415432
0.542000,0.542000,0.790000,0.409040
0.544000,0.544000,0.792300,0.402558
0.546000,0.546000,0.794700,0.395986
0.548000,0.548000,0.796900,0.389328
0.550000,0.550000,0.799200,0.382583
0.552000,0.552000,0.801400,0.375756
0.554000,0.554000,0.803500,0.368846
0.556000,0.556000,0.805600,0.361857
0.558000,0.558000,0.807700,0.354790
0.560000,0.560000,0.809800,0.347647
0.562000,0.562000,0.811700,0.340432
0.564000,0.564000,0.813700,0.333145
0.566000,0.566000,0.815600,0.325790
0.568000,0.568000,0.817500,0.318368
0.570000,0.570000,0.819300,0.310882
0.572000,0.572000,0.821100,0.303335
0.574000,0.574000,0.822800,0.295729
0.576000,0.576000,0.824500,0.288067
0.578000,0.578000,0.826100,0.280350
0.580000,0.580000,0.827700,0.272582
0.582000,0.582000,0.829200,0.264764
0.584000,0.584000,0.830700,0.256900
0.586000,0.586000,0.832200,0.248992
0.588000,0.588000,0.833600,0.241041
0.590000,0.590000,0.834900,0.233051
0.592000,0.592000,0.836200,0.225024
0.594000,0.594000,0.837500,0.216961
0.596000,0.596000,0.838700,0.208865
0.598000,0.598000,0.839900,0.200737
0.600000,0.600000,0.841000,0.192580
0.602000,0.602000,0.842100,0.184396
0.604000,0.604000,0.843200,0.176185
0.606000,0.606000,0.844200,0.167949
0.608000,0.608000,0.845100,0.159690
0.610000,0.610000,0.846100,0.151409
0.612000,0.612000,0.846900,0.143106
0.614000,0.614000,0.847800,0.134782
0.616000,0.616000,0.848600,0.126437
0.618000,0.618000,0.849400,0.118073
0.620000,0.620000,0.850100,0.109688
0.622000,0.622000,0.850800,0.101283
0.624000,0.624000,0.851500,0.092858
0.626000,0.626000,0.852200,0.084410
0.628000,0.628000,0.852800,0.075941
0.630000,0.630000,0.853400,0.067447
0.632000,0.632000,0.853900,0.058929
0.634000,0.634000,0.854500,0.050383
0.636000,0.636000,0.855000,0.041808
0.638000,0.638000,0.855500,0.033201
0.640000,0.640000,0.856000,0.024560
0.642000,0.642000,0.856400,0.015882
0.644000,0.644000,0.856800,0.007163
0.646000,0.646000,0.857200,-0.001601
0.648000,0.648000,0.857600,-0.010412
0.650000,0.650000,0.858000,-0.019276
0.652000,0.652000,0.858300,-0.028197
0.654000,0.654000,0.858700,-0.037180
0.656000,0.656000,0.859000,-0.046229
0.658000,0.658000,0.859300,-0.055350
0.660000,0.660000,0.859600,-0.064548
0.662000,0.662000,0.859800,-0.073829
0.664000,0.664000,0.860100,-0.083200
0.666000,0.666000,0.860300,-0.092666
0.668000,0.668000,0.860500,-0.102233
0.670000,0.670000,0.860600,-0.111908
0.672000,0.672000,0.860800,-0.121697
0.674000,0.674000,0.860900,-0.131607
0.676000,0.676000,0.861000,-0.141645
0.678000,0.678000,0.861100,-0.151818
0.680000,0.680000,0.861100,-0.162132
0.682000,0.682000,0.861100,-0.172593
0.684000,0.684000,0.861100,-0.183209
0.686000,0.686000,0.861000,-0.193985
0.688000,0.688000,0.860800,-0.204929
0.690000,0.690000,0.860600,-0.216045
0.692000,0.692000,0.860400,-0.227341
0.694000,0.694000,0.860100,-0.238821
0.696000,0.696000,0.859700,-0.250490
0.698000,0.698000,0.859200,-0.262354
0.700000,0.700000,0.858700,-0.274416
0.702000,0.702000,0.858100,-0.286680
0.704000,0.704000,0.857400,-0.299149
0.706000,0.706000,0.856600,-0.311827
0.708000,0.708000,0.855700,-0.324714
0.710000,0.710000,0.854600,-0.337813
0.712000,0.712000,0.853500,-0.351122
0.714000,0.714000,0.852200,-0.364643
0.716000,0.716000,0.850800,-0.378373
0.718000,0.718000,0.849200,-0.392310
0.720000,0.720000,0.847500,-0.406450
0.722000,0.722000,0.845600,-0.420790
0.724000,0.724000,0.843500,-0.435324
0.726000,0.726000,0.841300,-0.450044
0.728000,0.728000,0.838800,-0.464944
0.730000,0.730000,0.836200,-0.480014
0.732000,0.732000,0.833300,-0.495243
0.734000,0.734000,0.830300,-0.510620
0.736000,0.736000,0.826900,-0.526133
0.738000,0.738000,0.823400,-0.541765
0.740000,0.740000,0.819600,-0.557502
0.742000,0.742000,0.815500,-0.573326
0.744000,0.744000,0.811200,-0.589219
0.746000,0.746000,0.806600,-0.605161
0.748000,0.748000,0.801700,-0.621129
0.750000,0.750000,0.796500,-0.637102
0.752000,0.752000,0.791000,-0.653054
0.754000,0.754000,0.785200,-0.668961
0.756000,0.756000,0.779100,-0.684794
0.758000,0.758000,0.772700,-0.700526
0.760000,0.760000,0.766000,-0.716127
0.762000,0.762000,0.758900,-0.731566
0.764000,0.764000,0.751500,-0.746811
0.766000,0.766000,0.743700,-0.761829
0.768000,0.768000,0.735700,-0.776586
0.770000,0.770000,0.727300,-0.791048
0.772000,0.772000,0.718500,-0.805178
0.774000,0.774000,0.709400,-0.818940
0.776000,0.776000,0.700000,-0.832296
0.778000,0.778000,0.690300,-0.845210
0.780000,0.780000,0.680200,-0.857644
0.782000,0.782000,0.669800,-0.869559
0.784000,0.784000,0.659100,-0.880918
0.786000,0.786000,0.648100,-0.891682
0.788000,0.788000,0.636800,-0.901814
0.790000,0.790000,0.625100,-0.911277
0.792000,0.792000,0.613300,-0.920035
0.794000,0.794000,0.601100,-0.928050
0.796000,0.796000,0.588700,-0.935289
0.798000,0.798000,0.576100,-0.941717
0.800000,0.800000,0.563300,-0.947303
0.802000,0.802000,0.550200,-0.952016
0.804000,0.804000,0.537000,-0.955825
0.806000,0.806000,0.523600,-0.958705
0.808000,0.808000,0.510100,-0.960630
0.810000,0.810000,0.496500,-0.961577
0.812000,0.812000,0.482700,-0.961525
0.814000,0.814000,0.468900,-0.960456
0.816000,0.816000,0.455100,-0.958356
0.818000,0.818000,0.441200,-0.955211
0.820000,0.820000,0.427300,-0.951014
0.822000,0.822000,0.413500,-0.945757
0.824000,0.824000,0.399700,-0.939437
0.826000,0.826000,0.386000,-0.932056
0.828000,0.828000,0.372400,-0.923617
0.830000,0.830000,0.359000,-0.914127
0.832000,0.832000,0.345700,-0.903599
0.834000,0.834000,0.332600,-0.892046
0.836000,0.836000,0.319800,-0.879487
0.838000,0.838000,0.307200,-0.865944
0.840000,0.840000,0.294900,-0.851443
0.842000,0.842000,0.282800,-0.836012
0.844000,0.844000,0.271100,-0.819684
0.846000,0.846000,0.259800,-0.802495
0.848000,0.848000,0.248800,-0.784484
0.850000,0.850000,0.238200,-0.765693
0.852000,0.852000,0.228000,-0.746168
0.854000,0.854000,0.218300,-0.725955
0.856000,0.856000,0.209000,-0.705106
0.858000,0.858000,0.200100,-0.683673
0.860000,0.860000,0.191700,-0.661709
0.862000,0.862000,0.183900,-0.639272
0.864000,0.864000,0.176500,-0.616418
0.866000,0.866000,0.169600,-0.593207
0.868000,0.868000,0.163200,-0.569698
0.870000,0.870000,0.157300,-0.545949
0.872000,0.872000,0.151900,-0.522022
0.874000,0.874000,0.147000,-0.497974
0.876000,0.876000,0.142600,-0.473865
0.878000,0.878000,0.138700,-0.449752
0.880000,0.880000,0.135300,-0.425692
0.882000,0.882000,0.132400,-0.401737
0.884000,0.884000,0.129900,-0.377939
0.886000,0.886000,0.127900,-0.354349
0.888000,0.888000,0.126300,-0.331012
0.890000,0.890000,0.125100,-0.307971
0.892000,0.892000,0.124300,-0.285265
0.894000,0.894000,0.123900,-0.262930
0.896000,0.896000,0.123800,-0.240997
0.898000,0.898000,0.124000,-0.219492
0.900000,0.900000,0.124600,-0.198439
0.902000,0.902000,0.125400,-0.177855
0.904000,0.904000,0.126500,-0.157752
0.906000,0.906000,0.127700,-0.138139
0.908000,0.908000,0.129200,-0.119018
0.910000,0.910000,0.130900,-0.100388
0.912000,0.912000,0.132700,-0.082240
0.914000,0.914000,0.134600,-0.064564
0.916000,0.916000,0.136700,-0.047343
0.918000,0.918000,0.138800,-0.030557
0.920000,0.920000,0.140900,-0.014180
0.922000,0.922000,0.143200,0.001816
0.924000,0.924000,0.145400,0.017463
0.926000,0.926000,0.147700,0.032798
0.928000,0.928000,0.149900,0.047857
0.930000,0.930000,0.152200,0.062682
0.932000,0.932000,0.154400,0.077367
0.934000,0.934000,0.156600,0.090626
0.936000,0.936000,0.158800,0.105005
0.938000,0.938000,0.160900,0.119321
0.940000,0.940000,0.163100,0.133619
0.942000,0.942000,0.165200,0.147941
0.944000,0.944000,0.167400,0.162327
0.946000,0.946000,0.169500,0.176815
0.948000,0.948000,0.171700,0.191441
0.950000,0.950000,0.173900,0.206237
0.952000,0.952000,0.176100,0.221231
0.954000,0.954000,0.178400,0.236447
0.956000,0.956000,0.180900,0.251905
0.958000,0.958000,0.183400,0.267618
0.960000,0.960000,0.186100,0.283595
0.962000,0.962000,0.189000,0.299838
0.964000,0.964000,0.192100,0.316345
0.966000,0.966000,0.195300,0.333106
0.968000,0.968000,0.198900,0.350106
0.970000,0.970000,0.202700,0.367325
0.972000,0.972000,0.206800,0.384734
0.974000,0.974000,0.211200,0.402301
0.976000,0.976000,0.216000,0.419987
0.978000,0.978000,0.221200,0.437750
0.980000,0.980000,0.226700,0.455542
0.982000,0.982000,0.232600,0.473309
0.984000,0.984000,0.238900,0.490997
0.986000,0.986000,0.245600,0.508547
0.988000,0.988000,0.252800,0.525899
0.990000,0.990000,0.260400,0.542988
0.992000,0.992000,0.268400,0.559753
0.994000,0.994000,0.276800,0.576130
0.996000,0.996000,0.285700,0.592055
0.998000,0.998000,0.295000,0.607469
1.000000,1.000000,0.304600,0.622311
1.002000,1.002000,0.314700,0.636526
1.004000,1.004000,0.325100,0.650060
1.006000,1.006000,0.335900,0.662866
1.008000,1.008000,0.346900,0.674899
1.010000,1.010000,0.358300,0.686120
1.012000,1.012000,0.370000,0.696495
1.014000,1.014000,0.381900,0.705998
1.016000,1.016000,0.394100,0.714606
1.018000,1.018000,0.406400,0.722302
1.020000,1.020000,0.418900,0.729076
1.022000,1.022000,0.431600,0.734923
1.024000,1.024000,0.444400,0.739843
1.026000,1.026000,0.457300,0.743841
1.028000,1.028000,0.470200,0.746924
1.030000,1.030000,0.483300,0.749106
1.032000,1.032000,0.496400,0.750401
1.034000,1.034000,0.509500,0.750825
1.036000,1.036000,0.522600,0.750395
1.038000,1.038000,0.535700,0.749128
1.040000,1.040000,0.548900,0.747041
1.042000,1.042000,0.562000,0.744147
1.044000,1.044000,0.575200,0.740456
1.046000,1.046000,0.588300,0.735976
1.048000,1.048000,0.601500,0.730708
1.050000,1.050000,0.614700,0.724649
1.052000,1.052000,0.627800,0.717789
1.054000,1.054000,0.641000,0.710111
1.056000,1.056000,0.654200,0.701593
1.058000,1.058000,0.667400,0.692204
1.060000,1.060000,0.680700,0.681906
1.062000,1.062000,0.693900,0.670656
1.064000,1.064000,0.707200,0.658402
1.066000,1.066000,0.720500,0.645089
1.068000,1.068000,0.733800,0.630657
1.070000,1.070000,0.747000,0.615041
1.072000,1.072000,0.760300,0.598177
1.074000,1.074000,0.773400,0.579997
1.076000,1.076000,0.786400,0.560436
1.078000,1.078000,0.799300,0.539433
1.080000,1.080000,0.812000,0.516929
1.082000,1.082000,0.824500,0.492875
1.084000,1.084000,0.836600,0.467230
1.086000,1.086000,0.848300,0.439962
1.088000,1.088000,0.859600,0.411054
1.090000,1.090000,0.870400,0.380504
1.092000,1.092000,0.880600,0.348323
1.094000,1.094000,0.890200,0.314542
1.096000,1.096000,0.898900,0.279212
1.098000,1.098000,0.906900,0.242399
1.100000,1.100000,0.913900,0.204193
1.102000,1.102000,0.919900,0.164702
1.104000,1.104000,0.924800,0.124055
1.106000,1.106000,0.928600,0.082398
1.108000,1.108000,0.931200,0.039896
1.110000,1.110000,0.932600,-0.003268
1.112000,1.112000,0.932600,-0.046900
1.114000,1.114000,0.931400,-0.090791
1.116000,1.116000,0.928700,-0.134724
1.118000,1.118000,0.924700,-0.178475
1.120000,1.120000,0.919400,-0.221816
1.122000,1.122000,0.912700,-0.264521
1.124000,1.124000,0.904700,-0.306366
1.126000,1.126000,0.895300,-0.347132
1.128000,1.128000,0.884800,-0.386613
1.130000,1.130000,0.873100,-0.424614
1.132000,1.132000,0.860300,-0.460957
1.134000,1.134000,0.846400,-0.495485
1.136000,1.136000,0.831700,-0.528059
1.138000,1.138000,0.816100,-0.558565
1.140000,1.140000,0.799700,-0.586913
1.142000,1.142000,0.782800,-0.613037
1.144000,1.144000,0.765300,-0.636898
1.146000,1.146000,0.747300,-0.658482
1.148000,1.148000,0.729000,-0.677796
1.150000,1.150000,0.710500,-0.694873
1.152000,1.152000,0.691900,-0.709763
1.154000,1.154000,0.673100,-0.722536
1.156000,1.156000,0.654300,-0.733275
1.158000,1.158000,0.635600,-0.742074
1.160000,1.160000,0.617000,-0.749035
1.162000,1.162000,0.598500,-0.754264
1.164000,1.164000,0.580100,-0.757865
1.166000,1.166000,0.562000,-0.759939
1.168000,1.168000,0.544000,-0.760582
1.170000,1.170000,0.526300,-0.759876
1.172000,1.172000,0.508700,-0.757892
1.174000,1.174000,0.491300,-0.754685
1.176000,1.176000,0.474000,-0.750294
1.178000,1.178000,0.456900,-0.744740
1.180000,1.180000,0.439800,-0.738025
1.182000,1.182000,0.422900,-0.730135
1.184000,1.184000,0.406100,-0.721039
1.186000,1.186000,0.389400,-0.710691
1.188000,1.188000,0.372700,-0.699034
1.190000,1.190000,0.356200,-0.686000
1.192000,1.192000,0.339700,-0.671517
1.194000,1.194000,0.323400,-0.655510
1.196000,1.196000,0.307200,-0.637905
1.198000,1.198000,0.291300,-0.618632
1.200000,1.200000,0.275600,-0.597631
1.202000,1.202000,0.260300,-0.574853
1.204000,1.204000,0.245300,-0.550263
1.206000,1.206000,0.230800,-0.523842
1.208000,1.208000,0.216800,-0.495592
1.210000,1.210000,0.203500,-0.465532
1.212000,1.212000,0.190800,-0.433703
1.214000,1.214000,0.178900,-0.400163
1.216000,1.216000,0.167900,-0.364992
1.218000,1.218000,0.157800,-0.328286
1.220000,1.220000,0.148700,-0.290155
1.222000,1.222000,0.140700,-0.250726
1.224000,1.224000,0.133800,-0.210134
1.226000,1.226000,0.128000,-0.168523
1.228000,1.228000,0.123400,-0.126043
1.230000,1.230000,0.120100,-0.082850
1.232000,1.232000,0.118000,-0.039098
1.234000,1.234000,0.117300,0.005054
1.236000,1.236000,0.117800,0.049451
1.238000,1.238000,0.119600,0.093936
1.240000,1.240000,0.122800,0.138355
1.242000,1.242000,0.127300,0.182551
1.244000,1.244000,0.133100,0.226369
1.246000,1.246000,0.140200,0.269650
1.248000,1.248000,0.148700,0.312231
1.250000,1.250000,0.158600,0.353945
1.252000,1.252000,0.169700,0.394620
1.254000,1.254000,0.182100,0.434076
1.256000,1.256000,0.195900,0.472128
1.258000,1.258000,0.210800,0.508585
1.260000,1.260000,0.227000,0.543253
1.262000,1.262000,0.244400,0.575937
1.264000,1.264000,0.262800,0.606443
1.266000,1.266000,0.282300,0.634585
1.268000,1.268000,0.302800,0.660187
1.270000,1.270000,0.324100,0.683088
1.272000,1.272000,0.346200,0.703150
1.274000,1.274000,0.368900,0.720260
1.276000,1.276000,0.392100,0.734331
1.278000,1.278000,0.415700,0.745312
1.280000,1.280000,0.439600,0.753183
1.282000,1.282000,0.463600,0.757958
1.284000,1.284000,0.487700,0.759681
1.286000,1.286000,0.511700,0.758424
1.288000,1.288000,0.535500,0.754281
1.290000,1.290000,0.559100,0.747358
1.292000,1.292000,0.582300,0.737768
1.294000,1.294000,0.605300,0.725617
1.296000,1.296000,0.627900,0.711000
1.298000,1.298000,0.650100,0.693985
1.300000,1.300000,0.671900,0.674611
1.302000,1.302000,0.693300,0.652875
1.304000,1.304000,0.714400,0.628735
1.306000,1.306000,0.735000,0.602107
1.308000,1.308000,0.755300,0.572866
1.310000,1.310000,0.775000,0.540856
1.312000,1.312000,0.794300,0.505900
1.314000,1.314000,0.812800,0.467815
1.316000,1.316000,0.830600,0.426430
1.318000,1.318000,0.847300,0.381606
1.320000,1.320000,0.862900,0.333255
1.322000,1.322000,0.876900,0.281364
1.324000,1.324000,0.889300,0.226011
1.326000,1.326000,0.899600,0.167383
1.328000,1.328000,0.907500,0.105785
1.330000,1.330000,0.912900,0.041647
1.332000,1.332000,0.915300,-0.024477
1.334000,1.334000,0.914700,-0.091918
1.336000,1.336000,0.910900,-0.159912
1.338000,1.338000,0.903700,-0.227617
1.340000,1.340000,0.893100,-0.294146
1.342000,1.342000,0.879200,-0.358601
1.344000,1.344000,0.862200,-0.420107
1.346000,1.346000,0.842200,-0.477851
1.348000,1.348000,0.819600,-0.531115
1.350000,1.350000,0.794600,-0.579307
1.352000,1.352000,0.767800,-0.621982
1.354000,1.354000,0.739400,-0.658859
1.356000,1.356000,0.710000,-0.689822
1.358000,1.358000,0.679800,-0.714913
1.360000,1.360000,0.649300,-0.734314
1.362000,1.362000,0.618800,-0.748323
1.364000,1.364000,0.588400,-0.757312
1.366000,1.366000,0.558500,-0.761690
1.368000,1.368000,0.529000,-0.761864
1.370000,1.370000,0.500100,-0.758193
1.372000,1.372000,0.471800,-0.750960
1.374000,1.374000,0.443900,-0.740343
1.376000,1.376000,0.416500,-0.726405
1.378000,1.378000,0.389600,-0.709093
1.380000,1.380000,0.363100,-0.688256
1.382000,1.382000,0.337100,-0.663674
1.384000,1.384000,0.311700,-0.635099
1.386000,1.386000,0.287200,-0.602302
1.388000,1.388000,0.263700,-0.565126
1.390000,1.390000,0.241700,-0.523540
1.392000,1.392000,0.221300,-0.477673
1.394000,1.394000,0.203100,-0.427847
1.396000,1.396000,0.187300,-0.374589
1.398000,1.398000,0.174300,-0.318612
1.400000,1.400000,0.164200,-0.260791
1.402000,1.402000,0.157100,-0.202101
1.404000,1.404000,0.153000,-0.143548
1.406000,1.406000,0.151700,-0.086087
1.408000,1.408000,0.152800,-0.030530
1.410000,1.410000,0.156100,0.022534
1.412000,1.412000,0.160900,0.072807
1.414000,1.414000,0.166800,0.120323
1.416000,1.416000,0.173300,0.165460
1.418000,1.418000,0.180100,0.208915
1.420000,1.420000,0.187000,0.251638
1.422000,1.422000,0.193900,0.294731
1.424000,1.424000,0.201100,0.339315
1.426000,1.426000,0.208900,0.386385
1.428000,1.428000,0.218100,0.436648
1.430000,1.430000,0.229400,0.490384
1.432000,1.432000,0.243700,0.547327
1.434000,1.434000,0.262100,0.606588
1.436000,1.436000,0.285200,0.666642
1.438000,1.438000,0.313800,0.725368
1.440000,1.440000,0.348300,0.780163
1.442000,1.442000,0.388500,0.828111
1.444000,1.444000,0.434200,0.866205
1.446000,1.446000,0.484500,0.891596
1.448000,1.448000,0.538200,0.901848
1.450000,1.450000,0.593600,0.895180
1.452000,1.452000,0.649000,0.870659
1.454000,1.454000,0.702400,0.828323
1.456000,1.456000,0.752000,0.769223
1.458000,1.458000,0.796100,0.695372
1.460000,1.460000,0.833300,0.609595
1.462000,1.462000,0.862700,0.515303
1.464000,1.464000,0.883800,0.416204
1.466000,1.466000,0.896700,0.315986
1.468000,1.468000,0.902000,0.218003
1.470000,1.470000,0.900500,0.125002
1.472000,1.472000,0.893700,0.038917
1.474000,1.474000,0.882800,-0.039227
1.476000,1.476000,0.869100,-0.109319
1.478000,1.478000,0.853700,-0.172036
1.480000,1.480000,0.837500,-0.228641
1.482000,1.482000,0.821000,-0.280699
1.484000,1.484000,0.804100,-0.329775
1.486000,1.486000,0.786700,-0.377139
1.488000,1.488000,0.768100,-0.423530
1.490000,1.490000,0.747800,-0.469018
1.492000,1.492000,0.725200,-0.512975
1.494000,1.494000,0.699800,-0.554171
1.496000,1.496000,0.671500,-0.590986
1.498000,1.498000,0.640700,-0.621693
1.500000,1.500000,0.607700,-0.644782
1.502000,1.502000,0.573700,-0.659257
1.504000,1.504000,0.539500,-0.664863
1.506000,1.506000,0.506300,-0.662191
1.508000,1.508000,0.475000,-0.652628
1.510000,1.510000,0.446000,-0.638159
1.512000,1.512000,0.419300,-0.621021
1.514000,1.514000,0.394600,-0.603283
1.516000,1.516000,0.370700,-0.586387
1.518000,1.518000,0.346600,-0.570760
1.520000,1.520000,0.320700,-0.555546
1.522000,1.522000,0.292000,-0.538541
1.524000,1.524000,0.259700,-0.516362
1.526000,1.526000,0.223900,-0.484844
1.528000,1.528000,0.185500,-0.439637
1.530000,1.530000,0.146300,-0.376925
1.532000,1.532000,0.108900,-0.294153
1.534000,1.534000,0.076540,-0.190668
1.536000,1.536000,0.052680,-0.068126
1.538000,1.538000,0.040440,0.069385
1.540000,1.540000,0.042320,0.215581
1.542000,1.542000,0.059690,0.362561
1.544000,1.544000,0.092590,0.501659
1.546000,1.546000,0.139600,0.624462
1.548000,1.548000,0.198100,0.723853
1.550000,1.550000,0.264200,0.794892
1.552000,1.552000,0.333700,0.835420
1.554000,1.554000,0.402300,0.846258
1.556000,1.556000,0.466100,0.830975
1.558000,1.558000,0.522500,0.795236
1.560000,1.560000,0.569800,0.745864
1.562000,1.562000,0.608100,0.689738
1.564000,1.564000,0.638200,0.632749
1.566000,1.566000,0.662300,0.578976
1.568000,1.568000,0.682600,0.530232
1.570000,1.570000,0.701400,0.486063
1.572000,1.572000,0.720400,0.444176
1.574000,1.574000,0.740300,0.401207
1.576000,1.576000,0.760900,0.353667
1.578000,1.578000,0.781200,0.298848
1.580000,1.580000,0.799500,0.235503
1.582000,1.582000,0.814200,0.164145
1.584000,1.584000,0.823700,0.086906
1.586000,1.586000,0.827300,0.006981
1.588000,1.588000,0.825100,-0.072200
1.590000,1.590000,0.817900,-0.147867
1.592000,1.592000,0.807100,-0.218637
1.594000,1.594000,0.794000,-0.284877
1.596000,1.596000,0.779700,-0.348559
1.598000,1.598000,0.764100,-0.412618
1.600000,1.600000,0.746500,-0.479921
1.602000,1.602000,0.724700,-0.552081
1.604000,1.604000,0.696200,-0.628411
1.606000,1.606000,0.658300,-0.705306
1.608000,1.608000,0.609200,-0.776281
1.610000,1.610000,0.548300,-0.832716
1.612000,1.612000,0.477000,-0.865253
1.614000,1.614000,0.398800,-0.865564
1.616000,1.616000,0.318600,-0.828138
1.618000,1.618000,0.242800,-0.751677
1.620000,1.620000,0.177400,-0.639752
1.622000,1.622000,0.127700,-0.500526
1.624000,1.624000,0.096900,-0.345544
1.626000,1.626000,0.085870,-0.187812
1.628000,1.628000,0.092890,-0.039561
1.630000,1.630000,0.114200,0.089807
1.632000,1.632000,0.144600,0.195150
1.634000,1.634000,0.179100,0.276059
1.636000,1.636000,0.213300,0.336297
1.638000,1.638000,0.244500,0.382342
1.640000,1.640000,0.272200,0.421435
1.642000,1.642000,0.297400,0.459611
1.644000,1.644000,0.322600,0.500218
1.646000,1.646000,0.350400,0.543269
1.648000,1.648000,0.383100,0.585753
1.650000,1.650000,0.421700,0.622741
1.652000,1.652000,0.465800,0.648932
1.654000,1.654000,0.513800,0.660156
1.656000,1.656000,0.563200,0.654362
1.658000,1.658000,0.611900,0.631840
