th13,dm31,real,walker
0.0256835,2.45418,0.339925,2
0.0256835,2.45418,0.339925,2
0.0256835,2.45418,0.339925,2
0.0256835,2.45418,0.339925,2
0.0256835,2.45418,0.339925,2
0.0244357,2.49191,0.272016,2
0.0244357,2.49191,0.272016,2
0.0244357,2.49191,0.272016,2
0.0245812,2.50335,0.278682,2
0.0251087,2.49945,0.353782,2
0.0251087,2.49945,0.353782,2
0.0259902,2.51287,0.375927,2
0.0259902,2.51287,0.375927,2
0.0259902,2.51287,0.375927,2
0.0259388,2.49953,0.353533,2
0.0259388,2.49953,0.353533,2
0.0246881,2.52724,0.326014,2
0.0246881,2.52724,0.326014,2
0.0256402,2.47971,0.356765,2
0.0256402,2.47971,0.356765,2
0.0248432,2.46983,0.241492,2
0.0249583,2.47218,0.257179,2
0.0241433,2.49254,0.22056,2
0.0225445,2.53006,0.104557,2
0.022527,2.52933,0.103454,2
0.0229123,2.53585,0.133902,2
0.0229123,2.53585,0.133902,2
0.0237795,2.515,0.191301,2
0.023809,2.51581,0.191492,2
0.0235298,2.50504,0.151462,2
0.0228692,2.49381,0.0595206,2
0.0229566,2.49319,0.0640392,2
0.0229566,2.49319,0.0640392,2
0.0229566,2.49319,0.0640392,2
0.0229566,2.49319,0.0640392,2
0.0212069,2.50002,-0.0713181,2
0.0212069,2.50002,-0.0713181,2
0.0218285,2.52251,0.0404598,2
0.0218285,2.52251,0.0404598,2
0.0218499,2.52226,0.0420192,2
0.0218499,2.52226,0.0420192,2
0.0218499,2.52226,0.0420192,2
0.0218499,2.52226,0.0420192,2
0.0218499,2.52226,0.0420192,2
0.0245415,2.48766,0.199405,2
0.0251652,2.49527,0.268957,2
0.0253735,2.49405,0.289999,2
0.0271632,2.48088,0.418426,2
0.0271632,2.48088,0.418426,2
0.023544,2.50172,0.269254,2
0.023544,2.50172,0.269254,2
0.0239148,2.49757,0.286683,2
0.0236512,2.50479,0.275786,2
0.0236512,2.50479,0.275786,2
0.0235254,2.49441,0.213575,2
0.0235254,2.49441,0.213575,2
0.024274,2.49376,0.246466,2
0.024274,2.49376,0.246466,2
0.0240356,2.49561,0.203932,2
0.0240107,2.4959,0.186593,2
0.0240107,2.4959,0.186593,2
0.023963,2.49027,0.189457,2
0.023963,2.49027,0.189457,2
0.0238784,2.50615,0.171513,2
0.0238784,2.50615,0.171513,2
0.0242187,2.47655,0.232262,2
0.0242187,2.47655,0.232262,2
0.0247002,2.5028,0.278517,2
0.0246987,2.50304,0.272306,2
0.0236144,2.54134,0.204988,2
0.0236144,2.54134,0.204988,2
0.0236144,2.54134,0.204988,2
0.0237008,2.54526,0.22585,2
0.0245462,2.58697,0.308926,2
0.0245462,2.58697,0.308926,2
0.0245462,2.58697,0.308926,2
0.0257919,2.4311,0.414348,3
0.0257919,2.4311,0.414348,3
0.0252852,2.45377,0.368269,3
0.0252852,2.45377,0.368269,3
0.0252852,2.45377,0.368269,3
0.0252852,2.45377,0.368269,3
0.0240344,2.45162,0.282336,3
0.0240166,2.45162,0.281322,3
0.0239137,2.4503,0.293073,3
0.0239137,2.4503,0.293073,3
0.0239137,2.4503,0.293073,3
0.0253744,2.43567,0.347928,3
0.0253744,2.43567,0.347928,3
0.0252951,2.43957,0.317422,3
0.0257158,2.43174,0.365017,3
0.0267277,2.41844,0.450664,3
0.0267277,2.41844,0.450664,3
0.0267277,2.41844,0.450664,3
0.0267695,2.41786,0.453792,3
0.0252207,2.44998,0.287281,3
0.0251786,2.452,0.292346,3
0.0251786,2.452,0.292346,3
0.0251762,2.45203,0.291978,3
0.0251762,2.45203,0.291978,3
0.0263265,2.46437,0.400956,3
0.0263265,2.46437,0.400956,3
0.0261141,2.46478,0.388753,3
0.0265239,2.4576,0.43477,3
0.0265239,2.4576,0.43477,3
0.0265239,2.4576,0.43477,3
0.0265239,2.4576,0.43477,3
0.0265239,2.4576,0.43477,3
0.025429,2.45887,0.275078,3
0.0256751,2.45763,0.287897,3
0.0275357,2.41762,0.510872,3
0.0273367,2.4154,0.495828,3
0.0273367,2.4154,0.495828,3
0.0273367,2.4154,0.495828,3
0.0273367,2.4154,0.495828,3
0.0271925,2.40177,0.490702,3
0.0261126,2.43782,0.368715,3
0.0259618,2.42927,0.367249,3
0.0251028,2.42967,0.334952,3
0.0247912,2.44352,0.289415,3
0.0247912,2.44352,0.289415,3
0.0247073,2.44424,0.26943,3
0.0248845,2.44916,0.281399,3
0.0248783,2.44917,0.280824,3
0.0251335,2.44066,0.294851,3
0.0251335,2.44066,0.294851,3
0.0251335,2.44066,0.294851,3
0.0251335,2.44066,0.294851,3
0.0251335,2.44066,0.294851,3
0.0247563,2.45083,0.238641,3
0.0235501,2.52019,0.175847,3
0.0242174,2.48666,0.218861,3
0.0245649,2.48072,0.243139,3
0.0244214,2.47779,0.229116,3
0.0240517,2.47136,0.222366,3
0.0239904,2.47227,0.21939,3
0.023567,2.47252,0.132519,3
0.023567,2.47252,0.132519,3
0.0236538,2.46656,0.146047,3
0.0236538,2.46656,0.146047,3
0.0236538,2.46656,0.146047,3
0.0236538,2.46656,0.146047,3
0.0232683,2.52666,0.0763426,3
0.0235066,2.53026,0.0784245,3
0.0235241,2.5477,0.0740595,3
0.0232205,2.52122,0.0370664,3
0.0246955,2.47223,0.172074,3
0.0245741,2.48517,0.157445,3
0.0245741,2.48517,0.157445,3
0.0245788,2.48403,0.157612,3
0.0245788,2.48403,0.157612,3
0.0245815,2.48162,0.161766,3
0.0245815,2.48162,0.161766,3
0.0245815,2.48162,0.161766,3
0.0245815,2.48162,0.161766,3
0.0244576,2.48363,0.152682,3
0.0235951,2.45121,0.102459,3
0.0234921,2.45965,0.147662,3
0.0234921,2.45965,0.147662,3
0.0234921,2.45965,0.147662,3
0.0232862,2.4614,0.133628,3
0.0240516,2.43413,0.239053,3
0.0239108,2.43905,0.223313,3
0.0236531,2.43345,0.206471,3
0.0231622,2.44894,0.108444,3
0.0241751,2.45807,0.181181,3
0.0241751,2.45807,0.181181,3
0.0236711,2.46186,0.198678,3
0.0239521,2.47607,0.258292,3
0.0243218,2.47857,0.265095,3
0.0244771,2.50679,0.287381,3
0.0244771,2.50679,0.287381,3
0.0244615,2.50506,0.281944,3
0.0239502,2.49381,0.200533,3
0.023492,2.50029,0.183214,3
0.0235802,2.47786,0.203559,3
0.0237049,2.47686,0.214354,3
0.0231296,2.47037,0.1418,3
0.0231296,2.47037,0.1418,3
0.0231296,2.47037,0.1418,3
0.0240827,2.44772,0.263217,3
0.0247219,2.43858,0.282244,3
0.0247219,2.43858,0.282244,3
0.0255544,2.42938,0.399379,3
0.0249452,2.46127,0.339412,3
0.0249452,2.46127,0.339412,3
0.0257293,2.45334,0.368813,3
0.0254984,2.51971,0.333036,3
0.0254984,2.51971,0.333036,3
0.0254984,2.51971,0.333036,3
0.0254984,2.51971,0.333036,3
0.0254984,2.51971,0.333036,3
0.0254984,2.51971,0.333036,3
0.0254984,2.51971,0.333036,3
0.0259671,2.49818,0.368025,3
0.0252557,2.49822,0.246425,3
0.0258502,2.48449,0.2809,3
0.0267328,2.50039,0.358093,3
0.0267328,2.50039,0.358093,3
0.0267328,2.50039,0.358093,3
0.0291831,2.49682,0.492703,3
0.0307909,2.50564,0.600029,3
0.0307909,2.50564,0.600029,3
0.0298752,2.49957,0.548842,3
0.0324506,2.48717,0.678376,3
0.0332706,2.48914,0.742019,3
0.0332706,2.48914,0.742019,3
0.0332706,2.48914,0.742019,3
0.0327043,2.4856,0.711295,3
0.0327043,2.4856,0.711295,3
0.0327043,2.4856,0.711295,3
0.0325509,2.46532,0.688399,3
0.0325509,2.46532,0.688399,3
0.0325509,2.46532,0.688399,3
0.0325509,2.46532,0.688399,3
0.0325509,2.46532,0.688399,3
0.0286794,2.45104,0.478599,3
0.0286794,2.45104,0.478599,3
0.0286707,2.45234,0.477285,3
0.0286707,2.45234,0.477285,3
0.0286781,2.45311,0.477227,3
0.0304862,2.42282,0.539451,3
0.0301935,2.42367,0.524863,3
0.0301935,2.42367,0.524863,3
0.0312755,2.44971,0.56182,3
0.0312755,2.44971,0.56182,3
0.0312755,2.44971,0.56182,3
0.0312755,2.44971,0.56182,3
0.030821,2.44878,0.539386,3
0.029983,2.44135,0.510411,3
0.029983,2.44135,0.510411,3
0.0296812,2.44048,0.512291,3
0.0296812,2.44048,0.512291,3
0.0296812,2.44048,0.512291,3
0.0332354,2.40566,0.677647,3
0.0322751,2.40903,0.627927,3
0.0302087,2.43937,0.552374,3
0.0333294,2.39767,0.76578,3
0.0333294,2.39767,0.76578,3
0.0333294,2.39767,0.76578,3
0.0333294,2.39767,0.76578,3
0.0333294,2.39767,0.76578,3
0.0303906,2.40962,0.504356,3
0.0301976,2.41422,0.50107,3
0.0301976,2.41422,0.50107,3
0.0301976,2.41422,0.50107,3
0.0301976,2.41422,0.50107,3
0.0301976,2.41422,0.50107,3
0.0307193,2.41042,0.524282,3
0.0302535,2.41389,0.49907,3
0.0317249,2.39593,0.642721,3
0.0286739,2.3891,0.482818,3
0.0276041,2.38048,0.448677,3
0.0269918,2.38507,0.409652,3
0.0277967,2.42363,0.454838,3
0.0277835,2.39478,0.449017,3
0.0270176,2.43022,0.444762,3
0.0270176,2.43022,0.444762,3
0.0277503,2.45054,0.497592,3
0.0277503,2.45054,0.497592,3
0.0277503,2.45054,0.497592,3
0.0261686,2.4633,0.331983,3
0.0294465,2.4259,0.569259,3
0.0294457,2.42621,0.569104,3
0.0294457,2.42621,0.569104,3
0.0311081,2.41879,0.610258,3
0.0293172,2.42318,0.579934,3
0.0293172,2.42318,0.579934,3
0.0294271,2.42146,0.589938,3
0.0311299,2.40646,0.688438,3
0.0311299,2.40646,0.688438,3
0.0311299,2.40646,0.688438,3
0.0274067,2.4427,0.407967,3
0.0269036,2.45046,0.3719,3
0.0272108,2.45493,0.392372,3
0.0272108,2.45493,0.392372,3
0.0272108,2.45493,0.392372,3
0.0219006,2.51666,-0.286135,4
0.0222342,2.49868,-0.196788,4
0.0222342,2.49868,-0.196788,4
0.0233529,2.45724,-0.0170749,4
0.0226222,2.49871,-0.107982,4
0.0214353,2.52331,-0.285798,4
0.0214108,2.52402,-0.284898,4
0.0214108,2.52402,-0.284898,4
0.0220546,2.50768,-0.18644,4
0.02204,2.50732,-0.194064,4
0.02204,2.50732,-0.194064,4
0.0225153,2.51712,-0.128922,4
0.022321,2.51755,-0.152929,4
0.022321,2.51755,-0.152929,4
0.0223357,2.52197,-0.137959,4
0.0220629,2.53516,-0.178875,4
0.0214369,2.54318,-0.435384,4
0.0214369,2.54318,-0.435384,4
0.0214369,2.54318,-0.435384,4
0.0214369,2.54318,-0.435384,4
0.0214369,2.54318,-0.435384,4
0.0214369,2.54318,-0.435384,4
0.021157,2.60039,-0.425612,4
0.021157,2.60039,-0.425612,4
0.0219399,2.55469,-0.238888,4
0.0219289,2.5372,-0.234011,4
0.0219289,2.5372,-0.234011,4
0.0216841,2.53627,-0.252263,4
0.0218766,2.52748,-0.30967,4
0.0218766,2.52748,-0.30967,4
0.0216238,2.53404,-0.353355,4
0.0216267,2.52899,-0.354433,4
0.0216267,2.52899,-0.354433,4
0.0216267,2.52899,-0.354433,4
0.0217721,2.5561,-0.515494,4
0.0217721,2.5561,-0.515494,4
0.0217721,2.5561,-0.515494,4
0.0218355,2.59615,-0.515486,4
0.0218355,2.59615,-0.515486,4
0.0218355,2.59615,-0.515486,4
0.0220849,2.56316,-0.26839,4
0.0225496,2.54743,-0.242092,4
0.0227067,2.56743,-0.304827,4
0.0224097,2.57784,-0.357092,4
0.0226649,2.60238,-0.46781,4
0.0216615,2.62708,-0.592504,4
0.0223758,2.60139,-0.448533,4
0.0223758,2.60139,-0.448533,4
0.0224542,2.59773,-0.495618,4
0.0224542,2.59773,-0.495618,4
0.0223153,2.57354,-0.455985,4
0.0223153,2.57354,-0.455985,4
0.0226341,2.51375,-0.252377,4
0.0226341,2.51375,-0.252377,4
0.0226341,2.51375,-0.252377,4
0.0226341,2.51375,-0.252377,4
0.0226341,2.51375,-0.252377,4
0.0224855,2.48192,-0.155994,4
0.0226868,2.46355,-0.0218177,4
0.0227671,2.44292,0.0330504,4
0.0221895,2.44975,-0.00744135,4
0.0215826,2.41924,0.070232,4
0.0215826,2.41924,0.070232,4
0.0215826,2.41924,0.070232,4
0.0215826,2.41924,0.070232,4
0.0215826,2.41924,0.070232,4
0.0218319,2.44295,0.0948259,4
0.0218319,2.44295,0.0948259,4
0.0218319,2.44295,0.0948259,4
0.0211855,2.46415,0.0818153,4
0.0218013,2.4489,-0.132991,4
0.0216482,2.45118,-0.0905669,4
0.0216482,2.45118,-0.0905669,4
0.0207111,2.44523,-0.186805,4
0.0215909,2.4602,-0.0918667,4
0.0215909,2.4602,-0.0918667,4
0.0219061,2.46799,-0.0479545,4
0.0219061,2.46799,-0.0479545,4
0.0219061,2.46799,-0.0479545,4
0.0219061,2.46799,-0.0479545,4
0.0222581,2.4709,-0.039455,4
0.0222581,2.4709,-0.039455,4
0.0228359,2.4916,0.100017,4
0.0228359,2.4916,0.100017,4
0.0236944,2.49061,0.180602,4
0.0239781,2.49279,0.238072,4
0.0231496,2.49661,0.206013,4
0.0227006,2.50644,0.0998945,4
0.0227006,2.50644,0.0998945,4
0.0227006,2.50644,0.0998945,4
0.0227006,2.50644,0.0998945,4
0.0227006,2.50644,0.0998945,4
0.0226981,2.50816,0.107241,4
0.0225742,2.48661,0.0897965,4
0.0225742,2.48661,0.0897965,4
0.0225742,2.48661,0.0897965,4
0.0225742,2.48661,0.0897965,4
0.0214822,2.49756,0.00909673,4
0.0214822,2.49756,0.00909673,4
0.0215156,2.49428,0.0248832,4
0.0215156,2.49428,0.0248832,4
0.0215156,2.49428,0.0248832,4
0.0249644,2.4858,0.248649,4
0.0219082,2.45967,0.0820404,4
0.0219082,2.45967,0.0820404,4
0.0219082,2.45967,0.0820404,4
0.0242915,2.42533,0.254143,4
0.024456,2.40874,0.282219,4
0.0248571,2.41465,0.302425,4
0.0246456,2.4228,0.26026,4
0.0231552,2.41889,0.13877,4
0.0235728,2.42352,0.170983,4
0.0235728,2.42352,0.170983,4
0.0235728,2.42352,0.170983,4
0.0235728,2.42352,0.170983,4
0.0235728,2.42352,0.170983,4
0.0233991,2.44256,0.188034,4
0.0227324,2.43663,0.140949,4
0.0227324,2.43663,0.140949,4
0.0227324,2.43663,0.140949,4
0.0227314,2.45477,0.125895,4
0.0227314,2.45477,0.125895,4
0.0227314,2.45477,0.125895,4
0.0252173,2.43377,0.225174,4
0.0252173,2.43377,0.225174,4
0.0281492,2.45693,0.479985,4
0.0281492,2.45693,0.479985,4
0.0281492,2.45693,0.479985,4
0.0277354,2.46602,0.458858,4
0.0264051,2.53293,0.409593,4
0.0264051,2.53293,0.409593,4
0.0274463,2.47988,0.453027,4
0.0261646,2.55379,0.359405,4
0.026405,2.55733,0.375707,4
0.0251636,2.53418,0.235492,4
0.024648,2.57911,0.194212,4
0.0240525,2.54765,0.092847,4
0.023095,2.52029,0.0277877,4
0.023095,2.52029,0.0277877,4
0.023095,2.52029,0.0277877,4
0.023095,2.52029,0.0277877,4
0.0229524,2.49673,0.0651998,4
0.0229524,2.49673,0.0651998,4
0.0229524,2.49673,0.0651998,4
0.0223911,2.50497,0.0309902,4
0.0227016,2.54322,0.00272368,4
0.0216594,2.57603,-0.114786,4
0.0217452,2.58204,-0.0822442,4
0.0217452,2.58204,-0.0822442,4
0.0217452,2.58204,-0.0822442,4
0.0217452,2.58204,-0.0822442,4
0.0220055,2.5634,-0.0583591,4
0.0209863,2.57758,-0.117828,4
0.0209551,2.57887,-0.120674,4
0.0209551,2.57887,-0.120674,4
0.0209637,2.57793,-0.12086,4
0.0209637,2.57793,-0.12086,4
0.021079,2.5626,-0.101399,4
0.0209565,2.57204,-0.116961,4
0.0209943,2.55594,-0.126987,4
0.0209943,2.55594,-0.126987,4
0.0210082,2.54151,-0.13198,4
