th13,dm31,real,walker
0.0207538,2.50579,-0.155886,51
0.0207538,2.50579,-0.155886,51
0.021142,2.49579,-0.146515,51
0.021142,2.49579,-0.146515,51
0.0216072,2.48973,-0.104384,51
0.0216072,2.48973,-0.104384,51
0.0212026,2.49449,-0.262848,51
0.0212026,2.49449,-0.262848,51
0.0218037,2.49039,-0.201944,51
0.0217926,2.49065,-0.209145,51
0.0207255,2.48779,-0.398017,51
0.0214046,2.46695,-0.301791,51
0.0214046,2.46695,-0.301791,51
0.0219874,2.46175,-0.241013,51
0.0221269,2.46497,-0.19657,51
0.0221269,2.46497,-0.19657,51
0.0223936,2.44817,-0.107802,51
0.0223085,2.45317,-0.129534,51
0.0223085,2.45317,-0.129534,51
0.0223085,2.45317,-0.129534,51
0.0223085,2.45317,-0.129534,51
0.0223085,2.45317,-0.129534,51
0.0223085,2.45317,-0.129534,51
0.0226038,2.40756,-0.147676,51
0.0234566,2.42417,0.0565793,51
0.0221888,2.49602,-0.13916,51
0.0221377,2.50007,-0.160433,51
0.0221377,2.50007,-0.160433,51
0.0221377,2.50007,-0.160433,51
0.0221377,2.50007,-0.160433,51
0.0221377,2.50007,-0.160433,51
0.0221377,2.50007,-0.160433,51
0.0214786,2.54095,-0.376643,51
0.0216797,2.52104,-0.243378,51
0.0216797,2.52104,-0.243378,51
0.0216797,2.52104,-0.243378,51
0.0216797,2.52104,-0.243378,51
0.0225398,2.52869,-0.303815,51
0.0225632,2.52713,-0.29475,51
0.0226678,2.5177,-0.603205,51
0.0225358,2.51603,-0.568249,51
0.0225358,2.51603,-0.568249,51
0.0225358,2.51603,-0.568249,51
0.0225358,2.51603,-0.568249,51
0.0225358,2.51603,-0.568249,51
0.0225799,2.50643,-0.76811,51
0.0229503,2.50177,-0.671724,51
0.0229117,2.50242,-0.74538,51
0.0229117,2.50242,-0.74538,51
0.0229117,2.50242,-0.74538,51
0.0229174,2.50242,-0.749902,51
0.0229174,2.50242,-0.749902,51
0.0229174,2.50242,-0.749902,51
0.023096,2.50089,-0.804887,51
0.023096,2.50089,-0.804887,51
0.023096,2.50089,-0.804887,51
0.0217942,2.466,-0.768966,51
0.0216002,2.48606,-0.555464,51
0.0216928,2.48986,-0.475916,51
0.0216355,2.48975,-0.497383,51
0.0216355,2.48975,-0.497383,51
0.0216355,2.48975,-0.497383,51
0.0216063,2.50125,-0.487631,51
0.0216063,2.50125,-0.487631,51
0.0218716,2.49337,-0.402513,51
0.0218716,2.49337,-0.402513,51
0.0218716,2.49337,-0.402513,51
0.0218736,2.49334,-0.403653,51
0.0218736,2.49334,-0.403653,51
0.0218736,2.49334,-0.403653,51
0.0218701,2.51436,-0.476886,51
0.0218701,2.51436,-0.476886,51
0.0229223,2.47994,-0.648619,51
0.0229223,2.47994,-0.648619,51
0.0229223,2.47994,-0.648619,51
0.0229223,2.47994,-0.648619,51
0.0229223,2.47994,-0.648619,51
0.022966,2.48569,-0.776732,51
0.022966,2.48569,-0.776732,51
0.022966,2.48569,-0.776732,51
0.022966,2.48569,-0.776732,51
0.0214472,2.51163,-0.119085,52
0.021413,2.50353,-0.125611,52
0.0219459,2.48728,-0.0689481,52
0.0223083,2.47572,-0.0880675,52
0.0222778,2.47607,-0.091498,52
0.0221945,2.50147,-0.102837,52
0.0220808,2.49673,-0.0636039,52
0.0220808,2.49673,-0.0636039,52
0.0217057,2.5184,-0.0958635,52
0.0218621,2.57624,-0.02797,52
0.0217388,2.58721,-0.0521697,52
0.0234204,2.52559,0.122196,52
0.0233526,2.52136,0.106891,52
0.0233526,2.52136,0.106891,52
0.0240705,2.51913,0.238815,52
0.0229271,2.52407,0.175283,52
0.0228876,2.52224,0.158987,52
0.0224805,2.52904,0.00372315,52
0.0222112,2.53795,-0.0389827,52
0.0224217,2.53643,-0.023076,52
0.023492,2.52946,0.0316466,52
0.0228451,2.58287,-0.0379036,52
0.022836,2.58308,-0.039088,52
0.0228418,2.57913,-0.0318273,52
0.0226934,2.61109,-0.0264636,52
0.0234974,2.5899,0.0444164,52
0.0231192,2.59672,0.00281776,52
0.0238479,2.55825,0.0896338,52
0.0238479,2.55825,0.0896338,52
0.024286,2.54491,0.152582,52
0.024286,2.54491,0.152582,52
0.0239019,2.53184,0.105632,52
0.0239019,2.53184,0.105632,52
0.0229999,2.50104,0.0583682,52
0.0227659,2.50253,0.0300246,52
0.0231312,2.51102,0.0214665,52
0.0230586,2.50598,0.0232724,52
0.023355,2.50254,0.133486,52
0.0232515,2.54821,0.119918,52
0.0235116,2.50383,0.20175,52
0.0235116,2.50383,0.20175,52
0.0267718,2.43083,0.390299,52
0.0265735,2.43195,0.375815,52
0.0265735,2.43195,0.375815,52
0.0260903,2.44832,0.345029,52
0.0260903,2.44832,0.345029,52
0.0288313,2.39878,0.436701,52
0.0279535,2.42376,0.456025,52
0.0268579,2.43002,0.4114,52
0.0263042,2.47313,0.406238,52
0.026614,2.4785,0.431226,52
0.026614,2.4785,0.431226,52
0.026614,2.4785,0.431226,52
0.026614,2.4785,0.431226,52
0.026614,2.4785,0.431226,52
0.0247526,2.45498,0.188391,52
0.0250844,2.45941,0.252454,52
0.0250844,2.45941,0.252454,52
0.0255242,2.46159,0.302589,52
0.0249373,2.46568,0.270754,52
0.0249373,2.46568,0.270754,52
0.0249373,2.46568,0.270754,52
0.0249009,2.46654,0.26821,52
0.0247313,2.47005,0.260924,52
0.0233885,2.4961,0.182618,52
0.0236118,2.49478,0.195875,52
0.0236118,2.49478,0.195875,52
0.0236118,2.49478,0.195875,52
0.0236118,2.49478,0.195875,52
0.0236118,2.49478,0.195875,52
0.0236118,2.49478,0.195875,52
0.0242716,2.48613,0.23642,52
0.0243668,2.48475,0.271588,52
0.0243668,2.48475,0.271588,52
0.0243668,2.48475,0.271588,52
0.0243668,2.48475,0.271588,52
0.0264584,2.47843,0.459149,52
0.0261601,2.48329,0.433253,52
0.0261601,2.48329,0.433253,52
0.0257497,2.50392,0.418931,52
0.0257497,2.50392,0.418931,52
0.0257486,2.50369,0.418621,52
0.0257486,2.50369,0.418621,52
0.0257486,2.50369,0.418621,52
0.0257486,2.50369,0.418621,52
0.0257486,2.50369,0.418621,52
0.0241097,2.48134,0.212284,52
0.0226048,2.50003,0.125072,52
0.0225531,2.49104,0.131648,52
0.0225531,2.49104,0.131648,52
0.0225531,2.49104,0.131648,52
0.0225499,2.4887,0.127108,52
0.0221814,2.49069,0.0323725,52
0.0221814,2.49069,0.0323725,52
0.0223845,2.48786,0.0531267,52
0.0211391,2.53762,-0.0828592,52
0.0208966,2.52195,0.0687189,52
0.0209719,2.49967,0.0129315,52
0.0209719,2.49967,0.0129315,52
0.0242099,2.45303,0.201545,52
0.0248222,2.44386,0.23745,52
0.0247926,2.44343,0.235183,52
0.0247926,2.44343,0.235183,52
0.0247926,2.44343,0.235183,52
0.0236233,2.44805,0.184809,52
0.0236233,2.44805,0.184809,52
0.0231125,2.45413,0.156465,52
0.0231125,2.45413,0.156465,52
0.0231016,2.44638,0.129017,52
0.0230588,2.43544,0.179534,52
0.022443,2.44552,0.0870989,52
0.0221611,2.44179,0.109118,52
0.0222724,2.4527,0.0839374,52
0.0220655,2.45644,0.0802807,52
0.0220248,2.44724,0.087235,52
0.0220248,2.44724,0.087235,52
0.0220248,2.44724,0.087235,52
0.0220027,2.44792,0.0810036,52
0.0220027,2.44792,0.0810036,52
0.0220027,2.44792,0.0810036,52
0.0220027,2.44792,0.0810036,52
0.0234554,2.45062,0.172992,52
0.0234554,2.45062,0.172992,52
0.0234554,2.45062,0.172992,52
0.0234554,2.45062,0.172992,52
0.0234554,2.45062,0.172992,52
0.0234554,2.45062,0.172992,52
0.023872,2.44903,0.194434,52
0.0241596,2.42611,0.241645,52
0.0249037,2.48539,0.271215,52
0.0249037,2.48539,0.271215,52
0.0254,2.48983,0.351143,52
0.0254,2.48983,0.351143,52
0.0262974,2.46669,0.386961,52
0.0262974,2.46669,0.386961,52
0.0262974,2.46669,0.386961,52
0.0278268,2.4711,0.536716,52
0.0271454,2.46945,0.458796,52
0.0271454,2.46945,0.458796,52
0.0265,2.46344,0.414263,52
0.0259027,2.47265,0.397475,52
0.0257504,2.47392,0.383007,52
0.0257504,2.47392,0.383007,52
0.0257504,2.47392,0.383007,52
0.0261062,2.47469,0.38624,52
0.0261355,2.47456,0.38921,52
0.0261355,2.47456,0.38921,52
0.025993,2.47385,0.372932,52
0.025993,2.47385,0.372932,52
0.0263181,2.46992,0.387712,52
0.0263181,2.46992,0.387712,52
0.0263181,2.46992,0.387712,52
0.0263181,2.46992,0.387712,52
0.0288688,2.46801,0.582258,52
0.028278,2.47185,0.534608,52
0.0272037,2.47642,0.470346,52
0.0272037,2.47642,0.470346,52
0.0272037,2.47642,0.470346,52
0.0251345,2.47471,0.208314,52
0.0251345,2.47471,0.208314,52
0.0246693,2.46033,0.229055,52
0.0246472,2.46063,0.225447,52
0.0244173,2.46836,0.212579,52
0.025841,2.49001,0.347812,52
0.025841,2.49001,0.347812,52
0.025841,2.49001,0.347812,52
0.025841,2.49001,0.347812,52
0.025841,2.49001,0.347812,52
0.0258436,2.49051,0.347675,52
0.0276368,2.4232,0.455222,52
0.0276368,2.4232,0.455222,52
0.0280176,2.42302,0.468405,52
0.0280176,2.42302,0.468405,52
0.0293201,2.38115,0.530472,52
0.0293201,2.38115,0.530472,52
0.0293201,2.38115,0.530472,52
0.0293201,2.38115,0.530472,52
0.028739,2.31317,0.504506,52
0.0277595,2.33602,0.43629,52
0.028047,2.327,0.461391,52
0.028047,2.327,0.461391,52
0.0282657,2.34707,0.478007,52
0.0282657,2.34707,0.478007,52
0.0279988,2.36257,0.460554,52
0.0279988,2.36257,0.460554,52
0.02771,2.37544,0.436394,52
0.0277518,2.37444,0.439557,52
0.0265054,2.38639,0.373429,52
0.0262286,2.4039,0.350993,52
0.0262286,2.4039,0.350993,52
0.0262286,2.4039,0.350993,52
0.0260533,2.41024,0.340636,52
0.0258029,2.40993,0.329199,52
0.0245788,2.4697,0.228165,52
0.0245788,2.4697,0.228165,52
0.0241871,2.46542,0.170775,52
0.0241871,2.46542,0.170775,52
0.0257626,2.45184,0.294682,52
0.0257626,2.45184,0.294682,52
0.0260954,2.45931,0.325214,52
0.0260954,2.45931,0.325214,52
0.0240449,2.53243,-0.683974,53
0.0240449,2.53243,-0.683974,53
0.0240449,2.53243,-0.683974,53
0.0240449,2.53243,-0.683974,53
0.0235884,2.5228,-0.619623,53
0.0235884,2.5228,-0.619623,53
0.0235884,2.5228,-0.619623,53
0.0230508,2.53384,-0.702373,53
0.0221549,2.52737,-0.669849,53
0.0219254,2.5269,-0.518617,53
0.0219254,2.5269,-0.518617,53
0.0219254,2.5269,-0.518617,53
0.0219254,2.5269,-0.518617,53
0.0219254,2.5269,-0.518617,53
0.0219254,2.5269,-0.518617,53
0.0219254,2.5269,-0.518617,53
0.0218974,2.5279,-0.524826,53
0.0218974,2.5279,-0.524826,53
0.0218805,2.49251,-0.311459,53
0.0218121,2.48473,-0.366703,53
0.0218121,2.48473,-0.366703,53
0.0212673,2.45909,-0.531823,53
0.0212673,2.45909,-0.531823,53
0.0212673,2.45909,-0.531823,53
0.0212673,2.45909,-0.531823,53
0.0212673,2.45909,-0.531823,53
0.0212648,2.45893,-0.533059,53
0.0212648,2.45893,-0.533059,53
0.0212648,2.45893,-0.533059,53
0.0212648,2.45893,-0.533059,53
0.0212648,2.45893,-0.533059,53
0.0212648,2.45893,-0.533059,53
0.0212648,2.45893,-0.533059,53
0.0212648,2.45893,-0.533059,53
0.0212648,2.45893,-0.533059,53
0.0212648,2.45893,-0.533059,53
0.0212648,2.45893,-0.533059,53
0.0212648,2.45893,-0.533059,53
0.0212648,2.45893,-0.533059,53
0.0212648,2.45893,-0.533059,53
0.0212114,2.46498,-0.340684,53
0.0208038,2.43987,-0.370711,53
0.0215296,2.48526,-0.222615,53
0.0213818,2.48411,-0.276578,53
0.0213818,2.48411,-0.276578,53
0.0213818,2.48411,-0.276578,53
0.0213818,2.48411,-0.276578,53
0.0213818,2.48411,-0.276578,53
0.021445,2.49921,-0.0329754,53
0.0238044,2.44502,0.133849,53
0.0238044,2.44502,0.133849,53
0.0234764,2.4625,0.157744,53
0.0235537,2.46391,0.159227,53
0.0224233,2.49366,0.0489191,53
0.0224233,2.49366,0.0489191,53
0.0215085,2.52885,-0.0483303,53
0.0215085,2.52885,-0.0483303,53
0.0215085,2.52885,-0.0483303,53
0.0220252,2.50948,0.0157205,53
0.0238581,2.47702,0.20625,53
0.0238581,2.47702,0.20625,53
0.0230678,2.47692,0.0841809,53
0.0230644,2.48071,0.0835558,53
0.0230644,2.48071,0.0835558,53
0.0249589,2.47398,0.26525,53
0.0249589,2.47398,0.26525,53
0.0249589,2.47398,0.26525,53
0.0256958,2.47945,0.313568,53
0.0256958,2.47945,0.313568,53
0.0256958,2.47945,0.313568,53
0.0233178,2.54396,0.182569,53
0.0232776,2.58341,0.231519,53
0.0232776,2.58341,0.231519,53
0.0232776,2.58341,0.231519,53
0.0232378,2.55902,0.219644,53
0.022829,2.56667,0.202704,53
0.0223177,2.57514,0.169155,53
0.0223177,2.57514,0.169155,53
0.0223177,2.57514,0.169155,53
0.0223177,2.57514,0.169155,53
0.0225713,2.56748,0.169793,53
0.0243189,2.5548,0.245825,53
0.0242863,2.55289,0.239789,53
0.0251599,2.49023,0.332883,53
0.0251841,2.48995,0.338236,53
0.0252664,2.49397,0.280183,53
0.0252664,2.49397,0.280183,53
0.0247348,2.43995,0.258343,53
0.022871,2.48804,0.0307229,53
0.0238178,2.55687,0.113872,53
0.0238178,2.55687,0.113872,53
0.0238178,2.55687,0.113872,53
0.0237652,2.55598,0.0975711,53
0.0237652,2.55598,0.0975711,53
0.0238168,2.5564,0.107356,53
0.023887,2.59275,0.112674,53
0.023955,2.59721,0.125493,53
0.023955,2.59721,0.125493,53
0.023955,2.59721,0.125493,53
0.0244057,2.57656,0.176984,53
0.0244057,2.57656,0.176984,53
0.0244057,2.57656,0.176984,53
0.0244057,2.57656,0.176984,53
0.0244057,2.57656,0.176984,53
0.0247417,2.59376,0.21328,53
0.0240239,2.54767,0.17336,53
0.0240239,2.54767,0.17336,53
0.023519,2.57407,0.159702,53
0.0246033,2.55042,0.229278,53
0.0246033,2.55042,0.229278,53
0.0246033,2.55042,0.229278,53
0.0261509,2.55107,0.386105,53
0.0261509,2.55107,0.386105,53
0.0261509,2.55107,0.386105,53
0.0268268,2.58413,0.469878,53
0.026705,2.57264,0.451195,53
0.0267102,2.57248,0.451426,53
0.0267102,2.57248,0.451426,53
0.0263001,2.56381,0.411865,53
0.0263001,2.56381,0.411865,53
0.0263001,2.56381,0.411865,53
0.0263001,2.56381,0.411865,53
0.0263001,2.56381,0.411865,53
0.0263001,2.56381,0.411865,53
0.0263001,2.56381,0.411865,53
0.0263001,2.56381,0.411865,53
0.0272746,2.48522,0.44132,53
0.0255412,2.48441,0.281405,53
0.0228373,2.53931,0.119227,53
0.0228373,2.53931,0.119227,53
0.0228373,2.53931,0.119227,53
0.0237,2.5236,0.170589,53
0.0227774,2.55023,0.121338,53
0.0225198,2.5167,0.0439832,53
0.0227128,2.52344,0.0411851,53
0.0227128,2.52344,0.0411851,53
0.0227128,2.52344,0.0411851,53
0.0227128,2.52344,0.0411851,53
0.0234599,2.51536,0.107252,53
0.0248506,2.48861,0.190914,53
0.0260931,2.50782,0.309384,53
0.0260931,2.50782,0.309384,53
0.0265879,2.51699,0.330272,53
0.0265879,2.51699,0.330272,53
0.0265879,2.51699,0.330272,53
0.0282244,2.52995,0.54231,53
0.0282244,2.52995,0.54231,53
0.0279834,2.52584,0.512941,53
0.0279834,2.52584,0.512941,53
0.0279834,2.52584,0.512941,53
0.0279834,2.52584,0.512941,53
0.0279834,2.52584,0.512941,53
0.0279834,2.52584,0.512941,53
0.0279834,2.52584,0.512941,53
0.0276177,2.51662,0.489641,53
0.0276177,2.51662,0.489641,53
0.027119,2.51806,0.431231,53
0.027119,2.51806,0.431231,53
0.0271355,2.51851,0.431713,53
0.0271355,2.51851,0.431713,53
0.0260689,2.5105,0.341495,53
0.0260689,2.5105,0.341495,53
0.0260689,2.5105,0.341495,53
0.0260689,2.5105,0.341495,53
0.0256076,2.50486,0.292096,53
0.0256076,2.50486,0.292096,53
0.0271542,2.50675,0.502456,53
0.026961,2.50631,0.4947,53
0.026961,2.50631,0.4947,53
0.026961,2.50631,0.4947,53
0.0273982,2.49936,0.508504,53
0.0270978,2.50414,0.49902,53
0.0267126,2.51776,0.490018,53
0.0267126,2.51776,0.490018,53
0.0265997,2.53375,0.488675,53
0.0265648,2.53909,0.488518,53
0.0274277,2.5102,0.50962,53
0.0256916,2.49698,0.344412,53
0.0257793,2.50187,0.344951,53
0.0257992,2.50175,0.345967,53
0.0251342,2.49646,0.22991,53
0.0251342,2.49646,0.22991,53
0.0264416,2.4761,0.489751,53
0.024988,2.48311,0.319403,53
0.0263812,2.45976,0.400594,53
0.0243269,2.51629,0.309173,53
0.0235488,2.4968,0.15388,53
0.0237314,2.49648,0.187784,53
0.0237314,2.49648,0.187784,53
0.0237314,2.49648,0.187784,53
0.0237314,2.49648,0.187784,53
0.0229235,2.49268,0.141425,53
0.0229235,2.49268,0.141425,53
0.0234266,2.4841,0.295966,53
0.0234266,2.4841,0.295966,53
0.0234266,2.4841,0.295966,53
0.023539,2.47972,0.320622,53
0.023539,2.47972,0.320622,53
0.0236638,2.47721,0.324046,53
0.0275101,2.46494,0.486962,53
0.0275583,2.45021,0.483135,53
0.0222851,2.47839,-0.123849,54
0.0225818,2.4608,0.104768,54
0.0225818,2.4608,0.104768,54
0.0225818,2.4608,0.104768,54
0.0225963,2.44721,0.128752,54
0.0207802,2.46185,-0.0162573,54
0.020875,2.47238,-0.0597303,54
0.020875,2.47238,-0.0597303,54
0.0250321,2.39281,0.234941,54
0.0250321,2.39281,0.234941,54
0.0250321,2.39281,0.234941,54
0.0252345,2.3841,0.257654,54
0.0243964,2.34174,0.130695,54
0.0247279,2.32195,0.179398,54
0.0247279,2.32195,0.179398,54
0.0239023,2.39483,0.145987,54
0.0237336,2.39698,0.13749,54
0.0237105,2.42402,0.14071,54
0.0231489,2.44443,0.0519474,54
0.0250602,2.43513,0.196161,54
0.0250602,2.43513,0.196161,54
0.0269681,2.41621,0.37756,54
0.0269681,2.41621,0.37756,54
0.0269681,2.41621,0.37756,54
0.0269681,2.41621,0.37756,54
0.0269681,2.41621,0.37756,54
0.0270719,2.40159,0.383413,54
0.0270313,2.38029,0.3877,54
0.0270313,2.38029,0.3877,54
0.0270313,2.38029,0.3877,54
0.0277066,2.35946,0.442544,54
0.0295209,2.33546,0.521316,54
0.0273286,2.36076,0.421412,54
0.0273286,2.36076,0.421412,54
0.0290767,2.31925,0.537285,54
0.0290767,2.31925,0.537285,54
0.0290767,2.31925,0.537285,54
0.0290767,2.31925,0.537285,54
0.0290767,2.31925,0.537285,54
0.0283954,2.34908,0.520441,54
0.0283954,2.34908,0.520441,54
0.0280861,2.35164,0.498834,54
0.0278173,2.35526,0.47595,54
0.0282585,2.35012,0.514203,54
0.0281891,2.34494,0.512359,54
0.0281891,2.34494,0.512359,54
0.0281891,2.34494,0.512359,54
0.0282584,2.33991,0.514509,54
0.0282584,2.33991,0.514509,54
0.0285562,2.33347,0.535137,54
0.0285562,2.33347,0.535137,54
0.0285562,2.33347,0.535137,54
0.0285562,2.33347,0.535137,54
0.0285562,2.33347,0.535137,54
0.0285562,2.33347,0.535137,54
0.0285562,2.33347,0.535137,54
0.0285562,2.33347,0.535137,54
0.0286671,2.33163,0.544391,54
0.0286671,2.33163,0.544391,54
0.0281958,2.36171,0.517575,54
0.0281958,2.36171,0.517575,54
0.0295116,2.33272,0.622099,54
0.0295011,2.32646,0.579493,54
0.0295011,2.32646,0.579493,54
0.0295011,2.32646,0.579493,54
0.0295011,2.32646,0.579493,54
0.0268859,2.36039,0.362816,54
0.0269569,2.35752,0.371482,54
0.0269569,2.35752,0.371482,54
0.0271667,2.35232,0.380501,54
0.0271667,2.35232,0.380501,54
0.0266002,2.37312,0.356016,54
0.0273264,2.34932,0.415964,54
0.026,2.37692,0.360859,54
0.0273817,2.31407,0.456896,54
0.028772,2.28485,0.573397,54
0.028772,2.28485,0.573397,54
0.028772,2.28485,0.573397,54
0.0283585,2.29453,0.537101,54
0.0252972,2.37427,0.246948,54
0.0251114,2.38276,0.230772,54
0.0253064,2.3851,0.244217,54
0.0251444,2.39216,0.226698,54
0.0252227,2.39328,0.233423,54
0.0252227,2.39328,0.233423,54
0.0252227,2.39328,0.233423,54
0.025033,2.42491,0.22788,54
0.0248368,2.43047,0.196537,54
0.0248368,2.43047,0.196537,54
0.0211429,2.4307,-0.0127198,54
0.0222693,2.42815,0.0582409,54
0.0222421,2.43084,0.0548575,54
0.0222093,2.42969,0.0514854,54
0.0227984,2.39754,0.10127,54
0.0227984,2.39754,0.10127,54
0.0227984,2.39754,0.10127,54
0.0227984,2.39754,0.10127,54
0.0227984,2.39754,0.10127,54
0.0226786,2.41366,0.0397996,54
0.0226786,2.41366,0.0397996,54
0.0226214,2.40165,0.0708322,54
0.0226214,2.40165,0.0708322,54
0.0226214,2.40165,0.0708322,54
0.0226214,2.40165,0.0708322,54
0.0223808,2.39051,0.0434628,54
0.0223808,2.39051,0.0434628,54
0.0223808,2.39051,0.0434628,54
0.0223808,2.39051,0.0434628,54
0.021839,2.39164,0.00464532,54
0.0211278,2.32026,-0.0574974,54
0.0211278,2.32026,-0.0574974,54
0.0211278,2.32026,-0.0574974,54
0.0211278,2.32026,-0.0574974,54
0.0211278,2.32026,-0.0574974,54
0.0211278,2.32026,-0.0574974,54
0.0211278,2.32026,-0.0574974,54
0.0211278,2.32026,-0.0574974,54
0.0211278,2.32026,-0.0574974,54
0.0211278,2.32026,-0.0574974,54
0.0211278,2.32026,-0.0574974,54
0.0211278,2.32026,-0.0574974,54
0.0217199,2.34464,-0.027856,54
0.0217199,2.34464,-0.027856,54
0.0221041,2.38763,0.0127652,54
0.0221041,2.38763,0.0127652,54
0.0221041,2.38763,0.0127652,54
0.0221224,2.41436,-0.0103364,54
0.0224543,2.38451,-0.0816089,54
0.0225754,2.38591,-0.0711186,54
0.0225754,2.38591,-0.0711186,54
0.0227704,2.31929,0.0908439,54
0.0227704,2.31929,0.0908439,54
0.0245394,2.38244,0.232128,54
0.0250091,2.38541,0.252132,54
0.0250091,2.38541,0.252132,54
0.0250091,2.38541,0.252132,54
0.0244379,2.36957,0.199826,54
0.0247752,2.36734,0.250543,54
0.0247752,2.36734,0.250543,54
0.0247752,2.36734,0.250543,54
0.0247752,2.36734,0.250543,54
0.0247752,2.36734,0.250543,54
0.0247752,2.36734,0.250543,54
0.0247752,2.36734,0.250543,54
0.0247752,2.36734,0.250543,54
0.0247752,2.36734,0.250543,54
0.0247752,2.36734,0.250543,54
0.0236998,2.39983,0.141665,54
0.0236998,2.39983,0.141665,54
0.0228732,2.44778,0.0941863,54
0.0228732,2.44778,0.0941863,54
0.0229627,2.44889,0.110181,54
0.0231564,2.43948,0.123505,54
0.0231564,2.43948,0.123505,54
0.0231564,2.43948,0.123505,54
0.023028,2.46699,0.140148,54
0.023028,2.46699,0.140148,54
0.0230843,2.46722,0.135784,54
0.0224215,2.50767,0.054414,54
0.0226142,2.47855,0.163189,54
0.0226214,2.47485,0.157735,54
0.0225913,2.4741,0.172429,54
0.0225913,2.4741,0.172429,54
0.0255613,2.47808,0.329136,54
0.0255613,2.47808,0.329136,54
0.0258959,2.47009,0.34476,54
0.0258687,2.47075,0.343116,54
0.0258687,2.47075,0.343116,54
0.0262331,2.47151,0.364943,54
0.0249368,2.45815,0.283966,54
0.0257603,2.4435,0.340186,54
0.0257603,2.4435,0.340186,54
0.0260239,2.44453,0.35543,54
0.0257717,2.52663,0.384006,54
0.0257717,2.52663,0.384006,54
0.0246893,2.48393,0.246458,54
0.0256616,2.45877,0.394515,54
0.0240409,2.45862,0.277245,54
0.0240409,2.45862,0.277245,54
0.0244203,2.40839,0.28909,54
0.0240492,2.41379,0.268126,54
0.0240492,2.41379,0.268126,54
0.0261657,2.41412,0.381105,54
0.0265602,2.39792,0.402048,54
0.0265602,2.39792,0.402048,54
0.0272395,2.39803,0.467436,54
0.0272395,2.39803,0.467436,54
0.0272395,2.39803,0.467436,54
0.0259419,2.39738,0.411439,54
0.0259419,2.39738,0.411439,54
0.0259419,2.39738,0.411439,54
0.026316,2.38856,0.420507,54
0.0260196,2.38826,0.409002,54
0.0274075,2.37302,0.460282,54
0.0275747,2.3819,0.480944,54
0.0256832,2.39896,0.418845,54
0.0256832,2.39896,0.418845,54
0.0239752,2.44969,0.118132,54
0.0232913,2.39952,0.0389519,54
0.0232913,2.39952,0.0389519,54
0.0210594,2.39687,-0.206197,54
0.0267617,2.4523,0.446273,55
0.0268316,2.45401,0.451898,55
0.0268316,2.45401,0.451898,55
0.0259098,2.44469,0.382379,55
0.0259941,2.45382,0.388003,55
0.0258974,2.45602,0.369929,55
0.0258974,2.45602,0.369929,55
0.0260381,2.45094,0.377706,55
0.02442,2.43801,0.294835,55
0.02442,2.43801,0.294835,55
0.02442,2.43801,0.294835,55
0.0247641,2.43764,0.346617,55
0.0248524,2.43496,0.361968,55
0.0248524,2.43496,0.361968,55
0.0248908,2.41914,0.309216,55
0.0248908,2.41914,0.309216,55
0.0248785,2.4186,0.309248,55
0.0234187,2.4339,0.221461,55
0.023535,2.43198,0.226029,55
0.0231628,2.42275,0.151382,55
0.0231311,2.42444,0.139859,55
0.0239028,2.39024,0.208347,55
0.0239028,2.39024,0.208347,55
0.0239028,2.39024,0.208347,55
0.024,2.36506,0.250227,55
0.0238651,2.36229,0.243619,55
0.0233545,2.34589,0.200798,55
0.0221765,2.4047,0.00054481,55
0.0221765,2.4047,0.00054481,55
0.0222331,2.40785,0.00225985,55
0.0222331,2.40785,0.00225985,55
0.0208002,2.40311,-0.127462,55
0.0216607,2.44831,0.00343593,55
0.0216607,2.44831,0.00343593,55
0.0216607,2.44831,0.00343593,55
0.0215358,2.44752,-0.0064193,55
0.0219342,2.44821,0.0180884,55
0.0219342,2.44821,0.0180884,55
0.0221636,2.45623,0.145682,55
0.0229355,2.44296,0.192101,55
0.0229355,2.44296,0.192101,55
0.0229581,2.44442,0.199233,55
0.0229581,2.44442,0.199233,55
0.0230647,2.442,0.221149,55
0.0230647,2.442,0.221149,55
0.0230647,2.442,0.221149,55
0.0230647,2.442,0.221149,55
0.0230647,2.442,0.221149,55
0.0230647,2.442,0.221149,55
0.0222236,2.38271,0.179263,55
0.0223318,2.40733,0.112011,55
0.0223318,2.40733,0.112011,55
0.0223318,2.40733,0.112011,55
0.0224459,2.43208,0.0674474,55
0.0224744,2.43254,0.0696008,55
0.0224744,2.43254,0.0696008,55
0.0224744,2.43254,0.0696008,55
0.0224744,2.43254,0.0696008,55
0.0224744,2.43254,0.0696008,55
0.0217389,2.47143,-0.0801356,55
0.0218283,2.46049,-0.0581876,55
0.0218283,2.46049,-0.0581876,55
0.0217976,2.46136,-0.0754051,55
0.0222049,2.49244,-0.163866,55
0.0203512,2.53176,-0.384693,55
0.0214222,2.50107,-0.208085,55
0.0207625,2.49058,-0.298155,55
0.0211904,2.475,-0.233742,55
0.0211904,2.475,-0.233742,55
0.0211885,2.47074,-0.109854,55
0.0211885,2.47074,-0.109854,55
0.0211885,2.47074,-0.109854,55
0.0230811,2.44343,0.043184,55
0.0240516,2.38731,0.12805,55
0.0237308,2.41716,0.104289,55
0.0237308,2.41716,0.104289,55
0.0243404,2.34192,0.135514,55
0.0243404,2.34192,0.135514,55
0.0245829,2.33417,0.166119,55
0.0245829,2.33417,0.166119,55
