th13,dm31,walker
0.0225181,2.43133,69
0.0225181,2.43133,69
0.0224474,2.43523,69
0.0224313,2.44992,69
0.0228952,2.43458,69
0.0226043,2.45923,69
0.0225621,2.47688,69
0.0225121,2.44958,69
0.0228055,2.46907,69
0.0229218,2.47166,69
0.022624,2.47284,69
0.022684,2.46912,69
0.0226895,2.44489,69
0.0226594,2.45515,69
0.0227916,2.51835,69
0.0226825,2.51939,69
0.0226729,2.50735,69
0.0227446,2.49888,69
0.0226741,2.494,69
0.022839,2.49932,69
0.0227217,2.49801,69
0.022675,2.49428,69
0.0228598,2.48779,69
0.0226646,2.49996,69
0.0226597,2.5,69
0.022528,2.53079,69
0.022528,2.53079,69
0.022528,2.53079,69
0.0224042,2.52197,69
0.0223342,2.47706,69
0.021991,2.45253,69
0.0217347,2.45659,69
0.0217347,2.45659,69
0.0216387,2.45481,69
0.0215931,2.45831,69
0.0216735,2.45747,69
0.0214344,2.42938,69
0.0214344,2.42938,69
0.0223287,2.47335,69
0.0225054,2.47468,69
0.0225468,2.48296,69
0.0228051,2.46218,69
0.0227921,2.46602,69
0.0224159,2.48973,69
0.0224159,2.48973,69
0.0223701,2.48628,69
0.0224077,2.47495,69
0.0224331,2.47506,69
0.0229804,2.46313,69
0.0229804,2.46313,69
0.0227228,2.42927,69
0.0226599,2.43357,69
0.022665,2.43144,69
0.0227165,2.41465,69
0.022932,2.34993,69
0.022932,2.34993,69
0.0229588,2.32591,69
0.0228074,2.37029,69
0.0227625,2.40436,69
0.0222385,2.42135,69
0.0221831,2.42391,69
0.0221831,2.42391,69
0.0223914,2.42715,69
0.0223914,2.42715,69
0.0223914,2.42715,69
0.0232512,2.39082,69
0.0232512,2.39082,69
0.0232512,2.39082,69
0.0232297,2.40921,69
0.0232297,2.40921,69
0.0231178,2.42538,69
0.0227374,2.44653,69
0.0229758,2.46074,69
0.0229758,2.46074,69
0.023001,2.51241,69
0.0228435,2.49424,69
0.0227273,2.48461,69
0.0227328,2.4722,69
0.0234919,2.49208,69
0.0233698,2.49181,69
0.0233698,2.49181,69
0.0236274,2.47911,69
0.0230982,2.48571,69
0.0230982,2.48571,69
0.0229923,2.4843,69
0.0229923,2.4843,69
0.022368,2.4652,69
0.0224245,2.46645,69
0.0224434,2.46903,69
0.022953,2.46702,69
0.022953,2.46702,69
0.0229994,2.461,69
0.0228524,2.47838,69
0.022798,2.48161,69
0.0229727,2.48216,69
0.0229037,2.49712,69
0.0229037,2.49712,69
0.0229037,2.49712,69
0.0227857,2.46845,69
0.0227886,2.47463,69
0.0229932,2.46437,69
0.0229872,2.46555,69
0.0229872,2.46555,69
0.0236158,2.50898,69
0.0236158,2.50898,69
0.0236517,2.51035,69
0.0237096,2.50945,69
0.0237096,2.50945,69
0.0216407,2.41301,70
0.0215475,2.42288,70
0.0215263,2.42636,70
0.0214797,2.421,70
0.0217583,2.45919,70
0.0215258,2.45283,70
0.0214542,2.45292,70
0.0214542,2.45292,70
0.0218819,2.45206,70
0.0218612,2.49648,70
0.0217183,2.49656,70
0.0216868,2.51188,70
0.0216868,2.51188,70
0.0215263,2.50154,70
0.0215551,2.50245,70
0.0215551,2.50245,70
0.021016,2.50463,70
0.021016,2.50463,70
0.0211165,2.49881,70
0.0218142,2.45724,70
0.0218142,2.45724,70
0.0215751,2.43873,70
0.0216086,2.43539,70
0.0214425,2.44973,70
0.0214425,2.44973,70
0.0212894,2.46071,70
0.0212894,2.46071,70
0.0214342,2.47476,70
0.0214439,2.47226,70
0.0208494,2.50901,70
0.0208494,2.50901,70
0.0218817,2.4789,70
0.0218407,2.46395,70
0.0218407,2.46395,70
0.021761,2.46516,70
0.021562,2.47115,70
0.0217941,2.47839,70
0.0218106,2.48079,70
0.0217659,2.47821,70
0.0219476,2.46396,70
0.0218353,2.44413,70
0.0219271,2.44285,70
0.0217889,2.47007,70
0.0217407,2.4774,70
0.0217407,2.4774,70
0.021493,2.44955,70
0.0215029,2.45149,70
0.0221121,2.4818,70
0.0223025,2.50517,70
0.0222296,2.5141,70
0.0221591,2.51455,70
0.0227116,2.51378,70
0.0225717,2.49428,70
0.0227203,2.5025,70
0.0231497,2.5154,70
0.0231675,2.52058,70
0.0230569,2.50965,70
0.0229945,2.50869,70
0.0225289,2.46521,70
0.0225341,2.46574,70
0.022639,2.45599,70
0.0225239,2.45609,70
0.0228064,2.5015,70
0.0227231,2.49885,70
0.0229391,2.49052,70
0.0229363,2.49055,70
0.0229363,2.49055,70
0.0225209,2.48408,70
0.0224708,2.48236,70
0.0224729,2.48375,70
0.0225809,2.49085,70
0.0222862,2.51252,70
0.0225595,2.49965,70
0.0222769,2.49461,70
0.0222769,2.49461,70
0.022371,2.49405,70
0.022371,2.49405,70
0.022309,2.50296,70
0.022704,2.45088,70
0.022704,2.45088,70
0.0231115,2.45936,70
0.0235155,2.46204,70
0.0234546,2.46425,70
0.0230164,2.49572,70
0.0226341,2.49378,70
0.0226046,2.48346,70
0.0233489,2.52317,70
0.0233489,2.52317,70
0.0233674,2.524,70
0.0234207,2.5248,70
0.0232634,2.52871,70
0.0228946,2.4841,70
0.0227495,2.48632,70
0.0226218,2.47904,70
0.0230644,2.53273,70
0.0229357,2.52749,70
0.0229357,2.52749,70
0.022933,2.52727,70
0.022933,2.52727,70
0.0226998,2.51368,70
0.0227183,2.51005,70
0.0227183,2.51005,70
0.022633,2.50779,70
0.0226348,2.50594,70
0.0225475,2.47083,70
0.0226246,2.50958,70
0.022725,2.5133,70
0.0221116,2.51839,70
0.0221116,2.51839,70
0.0221116,2.51839,70
0.0222762,2.49151,70
0.0222742,2.49156,70
0.0222742,2.49156,70
0.0226249,2.50594,70
0.0222692,2.49186,70
0.0222077,2.479,70
0.0223017,2.47272,70
0.022395,2.46885,70
0.022395,2.46885,70
0.0219837,2.50175,70
0.0216338,2.5527,70
0.0215857,2.56082,70
0.0215857,2.56082,70
0.0215591,2.57334,70
0.021791,2.5552,70
0.021791,2.5552,70
0.0217657,2.55835,70
0.0217657,2.55835,70
0.021909,2.53541,70
0.0215878,2.53065,70
0.021086,2.5169,70
0.021086,2.5169,70
0.021086,2.5169,70
0.021086,2.5169,70
0.021086,2.5169,70
0.021086,2.5169,70
0.0210166,2.51716,70
0.0210574,2.55099,70
0.0210574,2.55099,70
0.021412,2.52608,70
0.021412,2.52608,70
0.0220805,2.49756,70
0.0231409,2.48458,70
0.0231409,2.48458,70
0.0228663,2.47319,70
0.0228955,2.46458,70
0.0228955,2.46458,70
0.0228871,2.45723,70
0.023065,2.44294,70
0.0236106,2.43911,70
0.0231968,2.44685,70
0.0236528,2.46376,70
0.0236528,2.46376,70
0.0236528,2.46376,70
0.02398,2.46318,70
0.02398,2.46318,70
0.0239442,2.46214,70
0.0239442,2.46214,70
0.0239442,2.46214,70
0.0236025,2.46954,70
0.0236142,2.46944,70
0.0230254,2.45563,70
0.0230254,2.45563,70
0.0228323,2.42407,70
0.0224544,2.44291,70
0.0225286,2.41621,70
0.0225286,2.41621,70
0.0224855,2.41956,70
0.0224019,2.41599,70
0.0224019,2.41599,70
0.0219452,2.45702,70
0.0220128,2.41709,70
0.0221766,2.43124,70
0.0222699,2.415,70
0.0223825,2.41696,70
0.0224445,2.41271,70
0.0221313,2.4344,70
0.0224927,2.50874,70
0.0224927,2.50874,70
0.0226083,2.51392,70
0.0222644,2.51357,70
0.0227676,2.5437,70
0.0224426,2.56275,70
0.0224426,2.56275,70
0.0224731,2.57985,70
0.0224731,2.57985,70
0.022569,2.53506,70
0.022569,2.53506,70
0.022402,2.48974,70
0.0224209,2.49109,70
0.021489,2.51749,70
0.0216938,2.51264,70
0.0219734,2.50089,70
0.0219808,2.50047,70
0.0219348,2.51378,70
0.0222822,2.50811,70
0.0222822,2.50811,70
0.0222481,2.51139,70
0.0221911,2.51132,70
0.0220785,2.52043,70
0.0220785,2.52043,70
0.0215284,2.49127,71
0.0212615,2.52044,71
0.0212615,2.52044,71
0.0209199,2.5102,71
0.0214782,2.5043,71
0.0220972,2.49022,71
0.0215811,2.49354,71
0.0218361,2.46524,71
0.0218396,2.46966,71
0.0220109,2.48819,71
0.0219432,2.49883,71
0.0219677,2.49287,71
0.0221823,2.49377,71
0.0221823,2.49377,71
0.0222733,2.54,71
0.0222218,2.50682,71
0.0222218,2.50682,71
0.0221869,2.5086,71
0.0225747,2.55271,71
0.0225747,2.55271,71
0.0225966,2.52591,71
0.0226389,2.51138,71
0.0226482,2.51372,71
0.0227237,2.52008,71
0.0227228,2.54384,71
0.0230913,2.55105,71
0.0227727,2.49696,71
0.022749,2.49633,71
0.0224098,2.48206,71
0.0223691,2.50835,71
0.0225108,2.50196,71
0.0225108,2.50196,71
0.0225344,2.49643,71
0.0230381,2.54125,71
0.0230381,2.54125,71
0.0225798,2.50537,71
0.0224601,2.49894,71
0.0224827,2.48496,71
0.0223095,2.46404,71
0.0224484,2.48765,71
0.0224484,2.48765,71
0.0226319,2.43499,71
0.0225455,2.4456,71
0.0225455,2.4456,71
0.0225812,2.44928,71
0.0225708,2.41777,71
0.0224865,2.41832,71
0.0224865,2.41832,71
0.0228641,2.43052,71
0.0222643,2.45837,71
0.0220998,2.46105,71
0.0221163,2.45113,71
0.0223093,2.46695,71
0.022106,2.45341,71
0.022084,2.4373,71
0.0221069,2.43231,71
0.0216587,2.41896,71
0.0216587,2.41896,71
0.0216587,2.41896,71
0.021673,2.44719,71
0.0213107,2.42743,71
0.0213107,2.42743,71
0.0213429,2.43081,71
0.0206843,2.44952,71
0.0205577,2.44231,71
0.0205277,2.44139,71
0.0205451,2.44114,71
0.0205451,2.44114,71
0.0205451,2.44114,71
0.0205451,2.44114,71
0.0208464,2.4314,71
0.0209139,2.434,71
0.021324,2.42983,71
0.0213459,2.43087,71
0.0212212,2.425,71
0.0210917,2.42153,71
0.0210917,2.42153,71
0.0211632,2.41884,71
0.0211632,2.41884,71
0.0211632,2.41884,71
0.0211632,2.41884,71
0.0209963,2.4052,71
0.0217963,2.45096,71
0.0218126,2.45069,71
0.0215416,2.44497,71
0.021477,2.44244,71
0.021463,2.44411,71
0.0210481,2.48127,71
0.0216267,2.47014,71
0.0212339,2.44362,71
0.0209737,2.41905,71
0.0210924,2.4182,71
0.0210996,2.43092,71
0.0210996,2.43092,71
0.0213227,2.42075,71
0.0214018,2.42371,71
0.0213841,2.40944,71
0.0213841,2.40944,71
0.0215584,2.40191,71
0.0215004,2.3963,71
0.021644,2.42335,71
0.0224982,2.46224,71
0.0227266,2.48281,71
0.022729,2.48622,71
0.022729,2.48622,71
0.022729,2.48622,71
0.0228044,2.48348,71
0.0231944,2.45722,71
0.0226938,2.43543,71
0.0226938,2.43543,71
0.0226938,2.43543,71
0.0221457,2.41228,71
0.022421,2.45796,71
0.0232556,2.42907,71
0.0231191,2.42285,71
0.0228176,2.42396,71
0.0226491,2.43912,71
0.0226869,2.44767,71
0.0226869,2.44767,71
0.0226869,2.44767,71
0.0230073,2.42489,71
0.0230073,2.42489,71
0.0230088,2.42524,71
0.0230088,2.42524,71
0.0229637,2.41458,71
0.0225152,2.45159,71
0.0223841,2.4425,71
0.0225342,2.47272,71
0.0230751,2.41848,71
0.0230398,2.42162,71
0.0226301,2.46976,71
0.0228904,2.46667,71
0.0229831,2.45671,71
0.0232691,2.45816,71
0.0233436,2.46502,71
0.0233436,2.46502,71
0.0234026,2.47271,71
0.0234026,2.47271,71
0.0234026,2.47271,71
0.0234026,2.47271,71
0.0234026,2.47271,71
0.0231994,2.47737,71
0.0230497,2.47168,71
0.0232887,2.43029,71
0.023773,2.43121,71
0.023773,2.43121,71
0.0237016,2.43118,71
0.0224499,2.47452,71
0.0227736,2.44646,71
0.0226508,2.4506,71
0.022671,2.44838,71
0.0230019,2.43202,71
0.0231574,2.42609,71
0.0231574,2.42609,71
0.0231574,2.42609,71
0.0231574,2.42609,71
0.0231574,2.42609,71
0.0231372,2.44286,71
0.0231372,2.44286,71
0.0228921,2.45487,71
0.0232158,2.43772,71
0.0232158,2.43772,71
0.0230754,2.42904,71
0.0230754,2.42904,71
0.0234057,2.44721,71
0.0234057,2.44721,71
0.0234057,2.44721,71
0.0234057,2.44721,71
0.023377,2.44928,71
0.0236018,2.42054,71
0.0229374,2.41379,71
0.0229374,2.41379,71
0.0229374,2.41379,71
0.0228816,2.41834,71
0.0228816,2.41834,71
0.0228984,2.4226,71
0.0229543,2.41971,71
0.0229543,2.41971,71
0.0229543,2.41971,71
0.0229543,2.41971,71
0.0228599,2.43383,71
0.0228599,2.43383,71
0.0228599,2.43383,71
0.0228834,2.45203,71
0.0228834,2.45203,71
0.0227907,2.45262,71
0.0227508,2.45128,71
0.0227508,2.45128,71
0.0228882,2.45749,71
0.0227318,2.50192,71
0.0227322,2.50201,71
0.0232307,2.51914,71
0.0233144,2.51505,71
0.0230713,2.51062,71
0.0227165,2.49704,71
0.023121,2.50018,71
0.023121,2.50018,71
0.0231815,2.50255,71
0.0229324,2.54624,71
0.0229324,2.54624,71
0.0228933,2.54234,71
0.0227433,2.47397,72
0.0222383,2.47641,72
0.0222383,2.47641,72
0.0222191,2.47627,72
0.022121,2.48419,72
0.022121,2.48419,72
0.022121,2.48419,72
0.0221273,2.48802,72
0.0221273,2.48802,72
0.0221787,2.50048,72
0.0221787,2.50048,72
0.0210358,2.48567,72
0.0211546,2.44815,72
0.0212312,2.45178,72
0.0216803,2.45649,72
0.0216429,2.4702,72
0.0215128,2.45906,72
0.0215128,2.45906,72
0.0215128,2.45906,72
0.0212013,2.47264,72
0.0214084,2.46361,72
0.0215945,2.46191,72
0.0213091,2.47161,72
0.0213033,2.47194,72
0.021063,2.46097,72
0.021063,2.46097,72
0.021063,2.46097,72
0.021063,2.46097,72
0.021063,2.46097,72
0.0222049,2.49818,72
0.0220325,2.48424,72
0.0218472,2.47107,72
0.0218472,2.47107,72
0.0216455,2.48055,72
0.0219263,2.47223,72
0.021922,2.49302,72
0.0219197,2.49817,72
0.0223717,2.5135,72
0.0223717,2.5135,72
0.0223717,2.5135,72
0.0223717,2.5135,72
0.0217461,2.56881,72
0.0217461,2.56881,72
0.0217461,2.56881,72
0.0219937,2.53033,72
0.0219944,2.52543,72
0.0219601,2.51919,72
0.0218989,2.50907,72
0.0221639,2.4947,72
0.0223489,2.50516,72
0.0226363,2.47557,72
0.0225699,2.461,72
0.022608,2.4612,72
0.0226086,2.45989,72
0.0225501,2.4668,72
0.0225951,2.46125,72
0.0225955,2.46112,72
0.0226189,2.45802,72
0.0226189,2.45802,72
0.0224782,2.46204,72
0.0223972,2.45192,72
0.0223984,2.45932,72
0.0226799,2.50709,72
0.0226799,2.50709,72
0.022639,2.51738,72
0.0226411,2.52065,72
0.0225174,2.55265,72
0.0225174,2.55265,72
0.0224051,2.54791,72
0.0224051,2.54791,72
0.0222939,2.48809,72
0.0223081,2.48885,72
0.0223358,2.49134,72
0.0227119,2.46682,72
0.0227683,2.46873,72
0.0225148,2.47254,72
0.0226686,2.46868,72
0.0222706,2.45569,72
0.0222276,2.46082,72
0.0222449,2.46605,72
0.022276,2.46778,72
0.0222048,2.46742,72
0.0222054,2.46637,72
0.0221658,2.48368,72
0.0221658,2.48368,72
0.0221658,2.48368,72
0.0219316,2.47892,72
0.0218876,2.48105,72
0.0219271,2.48795,72
0.0225101,2.48683,72
0.0228189,2.49429,72
0.0222858,2.48042,72
0.0216953,2.42564,72
0.0219567,2.45779,72
0.0219567,2.45779,72
0.0219567,2.45779,72
0.0222921,2.45686,72
0.0223144,2.44993,72
0.02245,2.40933,72
0.0226661,2.36398,72
0.0226661,2.36398,72
0.0225361,2.3957,72
0.0225219,2.37874,72
0.0226399,2.36295,72
0.0226399,2.36295,72
0.0225857,2.37871,72
0.0225857,2.37871,72
0.0232079,2.3792,72
0.0230917,2.39502,72
0.0230917,2.39502,72
0.0231083,2.39375,72
0.0231209,2.38657,72
0.0231963,2.38289,72
0.0232247,2.37683,72
0.0232247,2.37683,72
0.0232247,2.37683,72
0.023278,2.37751,72
0.023278,2.37751,72
0.023278,2.37751,72
0.023278,2.37751,72
0.0229328,2.39,72
0.0229328,2.39,72
0.0230099,2.41074,72
0.0230099,2.41074,72
0.0231661,2.35826,72
0.023164,2.35914,72
0.023164,2.35914,72
0.023205,2.35198,72
0.023205,2.35198,72
0.023205,2.35198,72
0.023205,2.35198,72
0.0235112,2.30597,72
0.0235112,2.30597,72
0.0235112,2.30597,72
0.0235112,2.30597,72
0.0235112,2.30597,72
0.0230028,2.35644,72
0.0227983,2.34408,72
0.0227069,2.3482,72
0.0227069,2.3482,72
0.0227069,2.3482,72
0.0226625,2.38119,72
0.0225435,2.39545,72
0.0224755,2.35803,72
0.0221592,2.34155,72
0.0222966,2.32608,72
0.0222966,2.32608,72
0.0222966,2.32608,72
0.022251,2.3165,72
0.0221565,2.37154,72
0.0221565,2.37154,72
0.0221565,2.37154,72
0.0222673,2.3848,72
0.0225967,2.34544,72
0.0225967,2.34544,72
0.0227035,2.38639,72
0.0227035,2.38639,72
0.0227035,2.38639,72
0.0227035,2.38639,72
0.0227035,2.38639,72
0.0227035,2.38639,72
0.0225305,2.40577,72
0.02213,2.44894,72
0.022538,2.45497,72
0.022538,2.45497,72
0.0224707,2.42758,72
0.0224135,2.41508,72
0.0223656,2.40779,72
0.0223656,2.40779,72
0.0221709,2.43608,72
0.0221584,2.43477,72
0.022257,2.46669,72
0.0222763,2.46574,72
0.0222763,2.46574,72
0.0222763,2.46574,72
0.0222763,2.46574,72
0.022338,2.47437,72
0.02277,2.40693,72
0.02277,2.40693,72
0.0225886,2.41767,72
0.0233195,2.42345,72
0.0232987,2.42472,72
0.0232987,2.42472,72
0.0232987,2.42472,72
0.0232987,2.42472,72
0.0232987,2.42472,72
0.0232987,2.42472,72
0.0232987,2.42472,72
0.0230974,2.43326,72
0.0233296,2.42453,72
0.0232561,2.42746,72
0.0229586,2.45958,72
0.0229456,2.41064,72
0.0233887,2.39811,72
0.0233887,2.39811,72
0.0233887,2.39811,72
0.0230683,2.43237,72
0.0233701,2.43777,72
0.0233701,2.43777,72
0.0230975,2.45467,72
0.023485,2.49384,72
0.021622,2.42921,73
0.0221935,2.44371,73
0.0215663,2.43448,73
0.0211554,2.42579,73
0.0213618,2.45558,73
0.021512,2.45925,73
0.0212551,2.43258,73
0.0210746,2.40165,73
0.0215821,2.43639,73
0.0215271,2.43325,73
0.0217375,2.46273,73
0.0217132,2.47175,73
0.0215688,2.46573,73
0.0216054,2.46403,73
0.0224674,2.46953,73
0.0224214,2.45243,73
0.0225353,2.44758,73
0.0222706,2.47491,73
0.0225512,2.47877,73
0.0223459,2.46216,73
0.0216318,2.49604,73
0.0216318,2.49604,73
0.0216924,2.49747,73
0.0216924,2.49747,73
0.0220914,2.48657,73
0.0212908,2.46897,73
0.0212908,2.46897,73
0.0214247,2.46844,73
0.0214247,2.46844,73
0.0214247,2.46844,73
0.0213573,2.46761,73
0.021403,2.45713,73
0.0216012,2.47923,73
0.0219337,2.51386,73
0.0219337,2.51386,73
0.0218912,2.52249,73
0.0218912,2.52249,73
0.0227749,2.53831,73
0.0227749,2.53831,73
0.0227749,2.53831,73
0.0227749,2.53831,73
0.0227749,2.53831,73
0.0229294,2.54526,73
0.0230592,2.53948,73
0.0229968,2.52646,73
0.0229968,2.52646,73
0.0229503,2.52568,73
0.0231211,2.52497,73
0.0236101,2.54117,73
0.0234579,2.52461,73
0.0235845,2.52705,73
0.0232623,2.497,73
0.0229432,2.49586,73
0.0228546,2.48412,73
0.0224439,2.47825,73
0.022913,2.49439,73
0.0227723,2.4946,73
0.0232612,2.51474,73
0.0236997,2.50887,73
0.0236014,2.50753,73
0.0236014,2.50753,73
0.0236014,2.50753,73
0.0236014,2.50753,73
0.0233953,2.5071,73
0.0236351,2.52568,73
0.0236351,2.52568,73
0.0234005,2.49308,73
0.0232434,2.45394,73
0.0232133,2.4526,73
0.0230116,2.46361,73
0.0232006,2.462,73
0.0237561,2.46881,73
0.0229633,2.48162,73
0.022181,2.47641,73
0.022181,2.47641,73
0.0218194,2.47992,73
0.0218194,2.47992,73
0.0221051,2.4701,73
0.022295,2.52918,73
0.022364,2.53783,73
0.0222609,2.53535,73
0.0224162,2.49771,73
0.0226065,2.54631,73
0.0226586,2.56262,73
0.0226098,2.53108,73
0.022518,2.63493,73
0.0224752,2.59523,73
0.0224752,2.59523,73
0.0225084,2.65412,73
0.0225084,2.65412,73
0.0225689,2.68788,73
0.0225689,2.68788,73
0.0224906,2.65414,73
0.0224906,2.65414,73
0.0224906,2.65414,73
0.0224399,2.62763,73
0.0225167,2.57115,73
0.0223994,2.53961,73
0.0223994,2.53961,73
0.0219075,2.49975,73
0.0215102,2.51409,73
0.021656,2.5138,73
0.021656,2.5138,73
0.021656,2.5138,73
0.0216332,2.52197,73
0.0218193,2.5389,73
0.0209147,2.58779,73
0.0209147,2.58779,73
0.021203,2.51574,73
0.021203,2.51574,73
0.0212328,2.52085,73
0.0209606,2.48506,73
0.0215908,2.4681,73
0.0215908,2.4681,73
0.0215908,2.4681,73
0.0215908,2.4681,73
0.0215908,2.4681,73
0.0224795,2.47523,73
0.0224854,2.4745,73
0.0231195,2.51003,73
0.0228955,2.51439,73
0.0228955,2.51439,73
0.0229175,2.51113,73
0.0229175,2.51113,73
0.0229175,2.51113,73
0.0229175,2.51113,73
0.0226973,2.53799,73
0.0231769,2.49078,73
0.0231344,2.4864,73
0.0229419,2.48013,73
0.0235494,2.54263,73
0.0235494,2.54263,73
0.023375,2.53772,73
0.0234629,2.52876,73
0.0234301,2.52739,73
0.0234301,2.52739,73
0.0234301,2.52739,73
0.0234301,2.52739,73
0.023281,2.51804,73
0.0231233,2.51335,73
0.0235391,2.50655,73
0.0235224,2.5042,73
0.0234516,2.48791,73
0.0234516,2.48791,73
0.0234516,2.48791,73
0.0234516,2.48791,73
0.0234516,2.48791,73
0.0232129,2.48797,73
0.0232364,2.51613,73
0.0232492,2.51427,73
0.023248,2.51474,73
0.0232562,2.51464,73
0.0232562,2.51464,73
0.0232562,2.51464,73
0.0232666,2.51484,73
0.0232666,2.51484,73
0.02373,2.52427,73
0.02373,2.52427,73
0.02373,2.52427,73
0.0241,2.54676,73
0.0241,2.54676,73
0.0241,2.54676,73
0.0238768,2.52719,73
0.0238768,2.52719,73
0.0238768,2.52719,73
0.0230734,2.47413,73
0.0238404,2.46581,73
0.0237076,2.45816,73
0.0239147,2.45932,73
0.0232092,2.49478,73
0.0228913,2.48134,73
0.0227134,2.47762,73
0.0227134,2.47762,73
0.0227115,2.4797,73
0.0227115,2.4797,73
0.023096,2.45711,73
0.0230224,2.45689,73
0.0228842,2.45969,73
0.0226308,2.49797,73
0.0230055,2.47249,73
0.0231574,2.45802,73
0.0231574,2.45802,73
0.0221451,2.38211,73
0.0221451,2.38211,73
0.0221451,2.38211,73
0.0221451,2.38211,73
0.0222428,2.4267,73
0.0222439,2.42504,73
0.0221718,2.39295,73
0.02216,2.39145,73
0.0218666,2.4063,73
0.0219824,2.44167,73
0.0219863,2.44265,73
0.0219562,2.44148,73
0.0221265,2.40737,73
0.0221265,2.40737,73
0.0221265,2.40737,73
0.0221762,2.41306,73
0.0217906,2.39438,73
0.0217906,2.39438,73
0.0215057,2.37313,73
0.0225147,2.48163,74
0.0225147,2.48163,74
0.0229004,2.49508,74
0.0226413,2.49682,74
0.0220391,2.46596,74
0.0224863,2.42517,74
0.0226194,2.43512,74
0.0226759,2.43651,74
0.0226387,2.44824,74
0.0223531,2.44472,74
0.022315,2.43515,74
0.0223402,2.46418,74
0.0220617,2.46872,74
0.0218304,2.54113,74
0.0218304,2.54113,74
0.0218924,2.53537,74
0.0218579,2.53406,74
0.0218579,2.53406,74
0.0217939,2.53908,74
0.0217158,2.53771,74
0.0217158,2.53771,74
0.0217163,2.50193,74
0.0224902,2.50846,74
0.0225505,2.49131,74
0.0225505,2.49131,74
0.0225601,2.49087,74
0.0225203,2.49039,74
0.0225223,2.49053,74
0.0225878,2.47996,74
0.0226401,2.48355,74
0.0228666,2.49143,74
0.022246,2.48671,74
0.0221406,2.49426,74
0.0222305,2.52739,74
0.0222305,2.52739,74
0.0222857,2.56485,74
0.0222857,2.56485,74
0.0220259,2.48273,74
0.0219584,2.47456,74
0.021932,2.46876,74
0.0219452,2.45303,74
0.0222127,2.48539,74
0.0224329,2.48581,74
0.0222716,2.4808,74
0.0224422,2.47637,74
0.0224422,2.47637,74
0.0227384,2.49989,74
0.0227866,2.45488,74
0.0230031,2.43586,74
0.0229077,2.41355,74
0.0224509,2.46166,74
0.0222334,2.45638,74
0.0222172,2.46031,74
0.0222172,2.46031,74
0.0218029,2.44655,74
0.0218058,2.44777,74
0.0220031,2.45322,74
0.0220314,2.43363,74
0.0220314,2.43363,74
0.0220111,2.43326,74
0.0222155,2.44648,74
0.021841,2.40635,74
0.021841,2.40635,74
0.0218524,2.45196,74
0.0219076,2.44372,74
0.0219076,2.44372,74
0.021783,2.472,74
0.0219201,2.46243,74
0.0214293,2.48554,74
0.0214293,2.48554,74
0.021955,2.49389,74
0.0221466,2.48253,74
0.021993,2.4713,74
0.021993,2.4713,74
0.0219582,2.46395,74
0.0219311,2.43003,74
0.0219311,2.43003,74
0.0219311,2.43003,74
0.0219464,2.45346,74
0.0218695,2.46973,74
0.0217428,2.45884,74
0.0217987,2.46736,74
0.0223665,2.44883,74
0.0222813,2.44881,74
0.0223161,2.44143,74
0.0222878,2.40548,74
0.0223482,2.41333,74
0.0223482,2.41333,74
0.0223482,2.41333,74
0.0222455,2.38475,74
0.0219376,2.40379,74
0.0219376,2.40379,74
0.0219376,2.40379,74
0.0219376,2.40379,74
0.0219376,2.40379,74
0.0221549,2.42002,74
0.0221723,2.4211,74
0.0221723,2.4211,74
0.0221155,2.42139,74
0.0222504,2.42854,74
0.0224375,2.41192,74
0.0226056,2.42961,74
0.0226056,2.42961,74
0.0223958,2.40981,74
0.0223958,2.40981,74
0.0221945,2.37111,74
0.0221945,2.37111,74
0.0222047,2.36859,74
0.0221855,2.37021,74
0.0221855,2.37021,74
0.0217792,2.34166,74
0.0217792,2.34166,74
0.0222448,2.41124,74
0.0222152,2.42938,74
0.0221965,2.42624,74
0.0221965,2.42624,74
0.0221497,2.42626,74
0.0218581,2.42641,74
0.0218581,2.42637,74
0.0216893,2.40924,74
0.0220421,2.41127,74
0.0220421,2.41127,74
0.0217316,2.38265,74
0.0217316,2.38265,74
0.0217316,2.38265,74
0.0215966,2.41544,74
0.0215968,2.41545,74
0.0215968,2.41545,74
0.0215968,2.41545,74
0.0219836,2.43478,74
0.0216678,2.42304,74
0.0216364,2.38936,74
0.0215149,2.41563,74
0.0215149,2.41563,74
0.021676,2.42406,74
0.021676,2.42406,74
0.0216065,2.42881,74
0.0221419,2.47667,74
0.0215292,2.49166,74
0.0215292,2.49166,74
0.0215292,2.49166,74
0.0217992,2.48463,74
0.0216939,2.53515,74
0.0215949,2.55676,74
0.0215949,2.55676,74
0.0215949,2.55676,74
0.0215949,2.55676,74
0.0215949,2.55676,74
0.0216868,2.54864,74
0.0216951,2.54896,74
0.022191,2.49416,74
0.022389,2.47838,74
0.0223999,2.45603,74
0.0223226,2.46409,74
0.0221059,2.47768,74
0.0216604,2.46988,74
0.0219121,2.49453,74
0.022235,2.48819,74
0.0222678,2.50374,74
0.022275,2.50395,74
0.0222215,2.51545,74
0.0220094,2.58529,74
0.0218909,2.60711,74
0.0218909,2.60711,74
0.0218909,2.60711,74
0.021902,2.55804,74
0.021902,2.55804,74
0.0218679,2.56936,74
0.0218679,2.56936,74
0.0218679,2.56936,74
0.0218703,2.5643,74
0.0218998,2.56227,74
0.0218998,2.56227,74
0.021764,2.52046,74
0.0218403,2.50769,74
0.0221756,2.50884,74
