0.0408423,2.33368,0.866676
0.0279681,2.42886,0.502615
0.0246873,2.46053,0.315869
0.0209007,2.54784,-0.274877
0.0357771,2.36314,0.752375
0.0395837,2.3446,0.854588
0.0226139,2.41667,0.116372
0.0362945,2.3033,0.817792
0.0258547,2.5813,0.264923
0.0388334,2.37216,0.85413
0.0215735,2.4237,0.140244
0.0347408,2.28414,0.735217
0.0338739,2.39441,0.774925
0.0347344,2.37514,0.698278
0.0226718,2.47778,0.0728451
0.0453872,2.41707,0.974776
0.0221161,2.46055,-0.025575
0.0380601,2.33836,0.888357
0.0350235,2.29543,0.71939
0.0231571,2.482,0.0177177
0.0237865,2.44146,0.328957
0.0259023,2.46918,0.2803
0.0252585,2.58416,0.275077
0.0215894,2.53756,-0.10933
0.0267989,2.41124,0.445456
0.0259119,2.49558,0.357228
0.0225157,2.42379,-0.0465837
0.030776,2.53104,-1.13917
0.0250881,2.38045,0.267509
0.0504685,2.35074,1.01082
0.0232876,2.44261,0.139059
0.0334688,2.30605,0.716362
0.0213815,2.5169,-0.0848773
0.0222517,2.43324,0.0879726
0.025406,2.41394,0.316263
0.0246688,2.50119,0.299793
0.0275263,2.53027,0.457196
0.0245668,2.47965,0.243822
0.0269118,2.35933,0.398011
0.0238961,2.43866,0.034247
0.0224136,2.46708,-0.0181919
0.0365628,2.38841,0.738524
0.0332176,2.3861,0.700487
0.0285809,2.49922,-1.02512
0.0338062,2.38189,0.649398
0.0215903,2.54846,-0.41216
0.0230896,2.40052,0.171387
0.023412,2.39273,0.0654254
0.0365757,2.34814,0.796315
0.0255563,2.42218,0.446199
0.0235439,2.46102,0.125551
0.0205653,2.47126,-0.29978
0.0209469,2.54493,0.0398658
0.0251392,2.39189,0.342858
0.0253566,2.50231,0.282086
0.0257311,2.36736,0.318578
0.0245202,2.41103,0.229055
0.0237827,2.42886,0.201412
0.0220096,2.46569,-0.0363659
0.0280331,2.46892,0.411722
0.0335503,2.41948,0.678427
0.029038,2.40634,0.519403
0.0309013,2.46066,0.59576
0.0255469,2.39933,0.423743
0.022266,2.41712,0.0698694
0.0265663,2.45332,0.408192
0.0227882,2.42856,0.128468
0.0241514,2.46391,0.188247
0.0232626,2.49188,0.00973634
0.0283362,2.42517,0.554889
0.0269526,2.51657,0.400519
0.0316776,2.31658,0.609488
0.0236066,2.45155,0.179852
0.0293282,2.33979,0.576458
0.0248415,2.50922,0.282918
0.0238395,2.4682,0.263799
0.034541,2.46403,0.73397
0.0215972,2.4459,-0.0150412
0.024165,2.4804,-0.592713
0.0216627,2.47918,0.0711535
0.0268265,2.53167,0.413642
0.0239409,2.4666,0.164198
0.0220479,2.51491,0.0238027
0.0388032,2.26207,0.834793
0.0254113,2.4684,0.275969
0.0252776,2.40757,0.301818
0.0322575,2.49491,0.610887
0.0340691,2.34984,0.702373
0.0247266,2.50204,-0.84449
0.0216411,2.46251,-0.216763
0.0304049,2.4886,0.572868
0.0216311,2.48658,-0.0514584
0.0297311,2.47876,0.542267
0.0289156,2.36496,0.542638
0.0243162,2.52694,0.195412
0.0341684,2.45699,0.716352
0.0291847,2.46076,0.564759
0.0216895,2.52121,-0.00213842
0.0236487,2.44268,0.131423
0.0316058,2.39578,0.688437
0.0232914,2.43858,0.25493
0.0236869,2.33168,0.209934
0.0297124,2.39605,0.580869
0.0223068,2.45427,0.150043
0.02181,2.56946,0.0840174
0.0251634,2.54525,0.292186
0.0270704,2.53338,0.460555
0.0315029,2.35248,0.587678
0.0215117,2.432,-0.331576
0.0236755,2.49329,-0.723077
0.0313636,2.35374,0.659391
0.0215811,2.4835,-0.363298
0.0210672,2.52584,-0.339572
0.0250563,2.35495,0.336633
0.0225034,2.48485,0.0580691
0.031958,2.41551,0.685288
0.023889,2.41773,0.158702
0.0211768,2.52375,-0.312245
0.0234563,2.46939,0.118608
0.0256568,2.42427,0.367101
0.0262659,2.35227,0.478698
0.0230626,2.45382,0.063511
0.0275348,2.48907,0.430329
0.0217915,2.44911,-0.0912271
0.0210527,2.48978,-0.0938816
0.0226212,2.475,-0.456977
0.020967,2.48988,-0.214656
0.0248271,2.47983,0.227053
0.021145,2.52242,-0.132073
0.0212645,2.39914,0.0186406
0.0348273,2.51588,-1.19965
0.0207575,2.59643,-0.524766
0.0249244,2.47232,0.319286
0.0214744,2.52653,-0.149915
0.0217585,2.51372,-0.55697
0.0213644,2.54401,-0.165336
0.0234599,2.39301,-0.0106204
0.0277534,2.49587,0.434633
0.0261361,2.4152,0.456063
0.0253511,2.51564,0.329808
0.0225349,2.5336,0.16033
0.0246144,2.51672,0.202001
0.0206633,2.50143,-0.035556
0.0248647,2.49822,0.371838
0.0232143,2.51241,0.119644
0.0207964,2.53985,-0.186433
0.024808,2.29648,0.29064
0.028194,2.43496,0.473362
0.0249752,2.43805,0.249837
0.0224119,2.42939,-0.085749
0.0215275,2.46098,-0.208265
0.0246238,2.42362,0.295533
0.022329,2.56952,0.0789524
0.0275903,2.41435,0.456374
0.0208983,2.43367,-0.178029
0.0218623,2.52236,-0.186541
0.0235759,2.56442,0.264037
0.0264294,2.45928,0.375116
0.0354295,2.43185,0.733509
0.0213755,2.48718,-0.293997
0.0252131,2.50169,0.314193
0.0238222,2.33624,0.175575
0.0231397,2.48916,0.199257
0.0312719,2.4651,0.641347
0.0231738,2.44511,0.123429
0.0211412,2.52088,-0.187189
0.0226923,2.50821,-0.539589
0.0259241,2.40267,0.296014
0.0201418,2.41159,-0.00574891
0.0222159,2.47299,-0.0797742
0.0253133,2.43549,0.244839
0.025104,2.40742,0.27604
0.0507949,2.31496,1.07767
0.0210538,2.52621,-0.414506
0.0248102,2.44299,0.332673
0.0225858,2.48992,0.166995
0.0261404,2.40277,0.2656
0.0243992,2.43061,0.334044
0.022179,2.47293,-0.133679
0.0242252,2.46882,0.273266
0.0237652,2.44127,0.171409
0.0256444,2.39108,0.36297
0.026512,2.34059,0.403558
0.0253597,2.37429,0.38149
0.025471,2.46185,0.352368
0.0399575,2.46059,0.901528
0.0287293,2.37486,0.506881
0.021942,2.63003,-0.708835
0.0226679,2.46367,0.0240132
